index,age,brand,calory,category,classification,content,detail,from_company,gram,img,info,ingredient,nutrient,title,성분등록번호
24,"키튼,어덜트,시니어,전연령",고! (GO!),"4,298 kcal/kg",고양이,건사료,"닭고기분말, 뼈를 발라낸 닭고기, 뼈를 발라낸 칠면조, 오리분말, 칠면조분말, 연어분말, 뼈를 발라낸 송어, 닭고기지방, 천연생선향, 완두콩, 감자, 건조 계란, 감자분말, 타피오카, 뼈를 발라낸 연어, 뼈를 발라낸 오리, 연어오일, 호박, 사과, 당근, 바나나, 블루베리, 크랜베리, 렌틸콩, 브로콜리, 코티지치즈, 알팔파, 고구마, 블랙베리, 스쿼시, 파파야, 석류, 인산, 염화나트륨, 염화칼륨, DL-메티오닌, 타우린, 염화콜린, 건조 치커리뿌리, 건조 락토바실러스 애시도필러스, 건조 엔테로코커스 패시움, 건조 아스퍼질러스 오리제 추출물, 건조 바실러스 서브틸리스 추출물, 비타민합제(비타민A, 비타민D3, 비타민E, 나이아신, L-아스코빌-2-폴리인산, 티아민 모노니트레이트, d-판토텐산칼슘, 리보플라빈, 염산피리독신, 베타카로틴, 엽산, 비오틴, 비타민 B12), 미량광물질류합제(아연단백질화합물, 철단백질화합물, 구리단백질화합물, 산화아연, 망간단백질화합물, 황산동, 요오드산칼슘, 황산제일철, 산화망간, 아셀렌산나트륨), 유카 추출물, 건조 로즈마리","연령구분 키튼,어덜트,시니어,전연령 푸드타입 건사료 중량 100g 주재료 닭고기분말, 뼈를 발라낸 닭고기, 뼈를 발라낸 칠면조 식단정보 그레인프리,글루텐프리 칼로리 4,298 kcal/kg 원산지/제조사 캐나다/Petcurean Pet Nutrition Inc.",캐나다/Petcurean Pet Nutrition Inc.,100g,https://cdn.purplesto.re/media/store/sale/main_image/go_cat_B010CF11_thumb01.png,"그레인프리,글루텐프리","닭고기분말, 뼈를 발라낸 닭고기, 뼈를 발라낸 칠면조",조단백 47%  조지방 19%  칼슘 1.9%  인 1.4%  수분 8%,"카니보 그레인프리 치킨터키오리 , 유통기한 21년 06월 21일",제 ZZR0Y0024호
25,"어덜트,시니어",노스웨스트 (NORTHWEST NATURALS),"4,905 kcal/kg",고양이,동결건조 사료,"뼈를 포함한 오리고기, 오리 심장, 오리 간, 달걀, 덜스파우더, 켈프, 증류수(Distilled Water), 젤라틴, Ground Flaxseed, 차전자피 가루, 연어 오일, 이눌린, 염화칼륨, 염화 나트륨, 혼합 토코페놀(Mixed Tocopherols(as a presertive)), 생선기름, Zinc Proteinate, Vitamin E Supplement, Taurine, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Vitamin A, Vitamin B6, Thiamin Mononitrate, Vitamin D3 Supplement.","연령구분 어덜트,시니어 푸드타입 동결건조 사료 중량 311g 주재료 오리고기, 오리 심장, 오리 간 식단정보 단일육류단백질,그레인프리,글루텐프리 칼로리 4,905 kcal/kg 원산지/제조사 미국/Northwest Naturals",미국/Northwest Naturals,311g,https://cdn.purplesto.re/media/store/sale/main_image/northwest_cat_B014CF13_thumb01.png,"단일육류단백질,그레인프리,글루텐프리","오리고기, 오리 심장, 오리 간",조단백 35%  조지방 30%  칼슘 2.5%  인 1.7%  수분 5%,내추럴 동결건조 오리,
26,"어덜트,시니어",아딜론덱 (ADIRONDACK),"3,562 kcal/kg",고양이,건사료,"흰살생선, 청어, 렌틸콩, 완두콩, 파바콩, 타피오카, 생선분말, 카놀라유, 아마씨, 자연향료, 완두콩단백질, 병아리콩, 알팔파, 청어기름, DL-메티오닌, 염화칼륨, 제1인산염, 크랜베리, 블루베리, 타우린, L-라이신, 아스크로빈산, 프락토올고당 (FOS), 비타민D3, 유카추출물, 탄산칼슘, 왕겨, 야채오일, 로즈마리, 다시마, 비타민E, 비타민제합제(비타민B12, 비타민A, 엽산), 혼합광물질류합제(비피더스균, 구연산, 유산균)","연령구분 어덜트,시니어 푸드타입 건사료 중량 1.5kg, 5kg 주재료 흰살생선, 청어, 렌틸콩 식단정보 단일육류단백질,그레인프리,글루텐프리 칼로리 3,562 kcal/kg 원산지/제조사 미국/Blackwood Pet Foods, Inc","미국/Blackwood Pet Foods, Inc","1.5kg, 5kg",https://cdn.purplesto.re/media/store/sale/main_image/adirondack_cat_B027CF02_thumb01.png,"단일육류단백질,그레인프리,글루텐프리","흰살생선, 청어, 렌틸콩",조단백 32%  조지방 12%  칼슘 0.6%  인 0.5%  수분 10%,그레인프리 LID 인도어캣 흰살생선,
27,"키튼,어덜트,시니어,전연령",고! (GO!),"4,298 kcal/kg",고양이,건사료,"닭고기분말, 뼈를 발라낸 닭고기, 뼈를 발라낸 칠면조, 오리분말, 칠면조분말, 연어분말, 뼈를 발라낸 송어, 닭고기지방, 천연생선향, 완두콩, 감자, 건조 계란, 감자분말, 타피오카, 뼈를 발라낸 연어, 뼈를 발라낸 오리, 연어오일, 호박, 사과, 당근, 바나나, 블루베리, 크랜베리, 렌틸콩, 브로콜리, 코티지치즈, 알팔파, 고구마, 블랙베리, 스쿼시, 파파야, 석류, 인산, 염화나트륨, 염화칼륨, DL-메티오닌, 타우린, 염화콜린, 건조 치커리뿌리, 건조 락토바실러스 애시도필러스, 건조 엔테로코커스 패시움, 건조 아스퍼질러스 오리제 추출물, 건조 바실러스 서브틸리스 추출물, 비타민합제(비타민A, 비타민D3, 비타민E, 나이아신, L-아스코빌-2-폴리인산, 티아민 모노니트레이트, d-판토텐산칼슘, 리보플라빈, 염산피리독신, 베타카로틴, 엽산, 비오틴, 비타민 B12), 미량광물질류합제(아연단백질화합물, 철단백질화합물, 구리단백질화합물, 산화아연, 망간단백질화합물, 황산동, 요오드산칼슘, 황산제일철, 산화망간, 아셀렌산나트륨), 유카 추출물, 건조 로즈마리","연령구분 키튼,어덜트,시니어,전연령 푸드타입 건사료 중량 7.2kg 주재료 닭고기분말, 뼈를 발라낸 닭고기, 뼈를 발라낸 칠면조 식단정보 그레인프리,글루텐프리 칼로리 4,298 kcal/kg 원산지/제조사 캐나다/Petcurean Pet Nutrition Inc.",캐나다/Petcurean Pet Nutrition Inc.,7.2kg,https://cdn.purplesto.re/media/store/sale/main_image/go_cat_B010CF11_thumb02.png,"그레인프리,글루텐프리","닭고기분말, 뼈를 발라낸 닭고기, 뼈를 발라낸 칠면조",조단백 47%  조지방 19%  칼슘 1.9%  인 1.4%  수분 8%,카니보 그레인프리 치킨터키오리,제 ZZR0Y0024호
28,"키튼,어덜트,시니어,전연령",K9 내추럴 (K9 NATURAL),"1,013 kcal/kg (86 kcal/캔)",고양이,습식사료,"닭고기, 닭 간, 호키 오일, 뉴질랜드 녹색 입 홍합, 비타민 E, 산화 마그네슘, 아연, 구리, 망간, 티아민, 비타민 D3, 엽산","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식사료 중량 85g 주재료 닭고기, 닭 간, 호키 오일 식단정보 그레인프리,글루텐프리,비유전자변형 칼로리 1,013 kcal/kg (86 kcal/캔) 원산지/제조사 뉴질랜드/K9 Natural Foods Limited",뉴질랜드/K9 Natural Foods Limited,85g,https://cdn.purplesto.re/media/store/sale/main_image/deal_k9natural_cat_B008CF1502SS_thumb01.png,"그레인프리,글루텐프리,비유전자변형","닭고기, 닭 간, 호키 오일",조단백 9.5%  조지방 5.5%  칼슘 0.88%  인 0.5%  수분 82%,피스트 캔 닭고기,제 II6TM0009호
29,"어덜트,시니어",나우 (NOW),"3,862 kcal/kg",고양이,건사료,"뼈를 발라낸 칠면조, 감자분말, 완두콩, 감자, 완두콩섬유, 건조계란, 토마토, 카놀라오일, 아마씨, 천연향, 코코넛오일, 뼈를 발라낸 연어, 뼈를 발라낸 오리, 사과, 당근, 호박, 바나나, 블루베리, 크랜베리, 라즈베리, 블랙베리, 파파야, 파인애플, 자몽, 렌팅콩, 브로콜리, 시금치, 코티지치즈, 알팔파 색, 알팔파, 탄산칼슘, 인산, 염화나트륨, 레시틴, 염화칼륨, DL-메티오닌, 타우린, 비타민합제(비타민E, L-아스코빌-2-폴리인산, 나이아신, 비타민A, 티아민모노니트레이트, 판토텐산칼슘, 염산피리독신, 리보플라빈, 베타카로틴, 비타민D3, 엽산, 비오틴, 비타민B12), 미량광물질류합제(아연단백질화합물, 황산제일철, 산화아연, 철단백질화합물, 황산동, 구리단백질화합물, 망간단백질화합물, 산화망간, 요오드산칼슘, 아셀렌산나트륨, 건조 켈프, L-라이신, 건조 치커리 뿌리, 건조 락토바실러시 애시도필러스, 건조 엔테로코커스 패시움, 건조 아스퍼질러스 니게르, 건조 아스퍼질러스 오리제, 유카 추출물, L-카르니틴, 마리골드, 건조 로즈마리","연령구분 어덜트,시니어 푸드타입 건사료 중량 100g 주재료 칠면조, 감자, 완두콩 식단정보 그레인프리,글루텐프리 칼로리 3,862 kcal/kg 원산지/제조사 캐나다/Petcurean Pet Nutrition Inc.",캐나다/Petcurean Pet Nutrition Inc.,100g,https://cdn.purplesto.re/media/store/sale/main_image/now_cat_B012CF02_thumb02.png,"그레인프리,글루텐프리","칠면조, 감자, 완두콩",조단백 31%  조지방 18%  칼슘 0.8%  인 0.6%  수분 8%,"그레인프리 어덜트 , 유통기한 21년 07월 04일",제 서울-19594호
30,"키튼,어덜트,시니어,전연령",쉐지애 (SCHESIR),674 kcal/kg,고양이,습식간식,"참치, 망고, 쌀, 수분","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식간식 중량 75g 주재료 참치, 망고, 쌀 식단정보 - 칼로리 674 kcal/kg 원산지/제조사 태국/Agras Delic S.p.a.",태국/Agras Delic S.p.a.,75g,https://cdn.purplesto.re/media/store/sale/main_image/deal_schesir_cat_B049CT0302SS_thumb01.png,-,"참치, 망고, 쌀",조단백 9.9%  조지방 0.18%  조섬유 0.11%  조회분 1.65%  수분 90.0% ,과일캔 참치+망고,GGHA50070호
31,"키튼,어덜트,시니어,전연령",퓨어비타 (PUREVITA),"4,084 kcal/kg",고양이,건사료,"연어, 연어분, 완두콩 전분, 해바라기유, 완두콩, 천연 연어향, 효모제(맥주 효모), 식염류, 근괴류(당근), 아미노산제(DL-메치오닌), 미량광물질류합제(철, 아연, 구리, 망간, 코발트, 셀레늄), 핵과류(체리, 살구), 장과류(크랜베리, 블루베리), 근채류(치커리), 비타민합제(A, D3, E, 니아신, 판토텐산칼슘, 티아민, 리보플라빈, 엽산, 비오틴, B12, C, 콜린, 이노시톨), 생균제(락토 바실러스 애시도필러스, 바실러스서브틸리스), 유익곰팡이균(아스퍼질러스오리제)","연령구분 키튼,어덜트,시니어,전연령 푸드타입 건사료 중량 6.8kg 주재료 연어, 연어분, 완두콩 전분 식단정보 단일육류단백질,그레인프리,글루텐프리 칼로리 4,084 kcal/kg 원산지/제조사 미국/Tuffy's Pet Food, Inc.","미국/Tuffy's Pet Food, Inc.",6.8kg,https://cdn.purplesto.re/media/store/sale/main_image/purevita_cat_B041CF02_thumb02_EBLsyWS.png,"단일육류단백질,그레인프리,글루텐프리","연어, 연어분, 완두콩 전분",조단백 31%  조지방 18%  칼슘 1.1%  인 1.1%  수분 10%,그레인프리 연어,4160000-034-2019-0001
32,"키튼,어덜트,시니어,전연령",어플라우즈 (APPLAWS),600 kcal/kg (36 kcal/컵),고양이,습식간식,"닭고기(가슴살), 닭육수, 오리고기, 쌀","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식간식 중량 60g 주재료 닭고기(가슴살), 닭육수, 오리고기, 쌀 식단정보 검류미함유 칼로리 600 kcal/kg (36 kcal/컵) 원산지/제조사 태국/MPM Products",태국/MPM Products,60g,https://cdn.purplesto.re/media/store/sale/main_image/deal_applaws_cat_B004CT0226ss_thumb01_MeqtylY.png,검류미함유,"닭고기(가슴살), 닭육수, 오리고기, 쌀",조단백 14.0% 조지방 2.0% 조섬유 0.5% 조회분 1.5% 수분 82.0%,이지필 닭고기와 오리,제 서울-22065호
33,"키튼,어덜트,시니어,전연령",지위픽 (ZIWI),"1,075 kcal/kg",고양이,습식사료,"고등어(Mackerel), 이집트콩, 뉴질랜드 녹색홍합, DL-메티오닌, 미네랄(제2인산칼륨, 황산마그네슘, 아연아미노산, 망간아미노산, 구리아미노산), 다시마, 비타민합제(염화콜린, 비타민 E, 비타민 B1, 비타민 B3, 비타민 B6, 비타민 B2, 비타민 D3, 엽산), 천일염, 타우린","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식사료 중량 85g 주재료 고등어(Mackerel), 이집트콩, 뉴질랜드 녹색홍합 식단정보 검류미함유,그레인프리,글루텐프리 칼로리 1,075 kcal/kg 원산지/제조사 뉴질랜드/Ziwi Ltd",뉴질랜드/Ziwi Ltd,85g,https://cdn.purplesto.re/media/store/sale/main_image/ziwipeak_cat_B046CF23_thumb01.png,"검류미함유,그레인프리,글루텐프리","고등어(Mackerel), 이집트콩, 뉴질랜드 녹색홍합",조단백 16%  조지방 4%  칼슘 0.49%  인 0.44%  수분 75%,주식캔 고등어,제 서울-15608호
34,"키튼,어덜트,시니어,전연령",로투스 (LOTUS),956 kcal/kg (85.8 kcal/캔),고양이,습식사료,"칠면조 스프, 칠면조고기, 칠면조 간, 오션피쉬, 완두콩, 천연 닭 간 맛, 우뭇가사리, 크랜베리, 블루베리, 통 아마씨, 뉴질랜드 녹색 입 홍합, 달걀, 조개, 당근, 아스파라거스, 연어오일, 올리브오일, 바다소금, 삼인산나 트륨, 다시마, 염화칼륨, 황산칼슘, 염화콜린, 베타인, 아연 철, 니아신, 비타민E, 티아민, 구리, 망간, 셀레륨, 판토텐산 칼슘, 비타민 A, 리보플라빈, 피리독신, 비오틴, 비타민B12, 칼슘, 요오드, 비타민 D3, 엽산.","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식사료 중량 78g 주재료 칠면조 고기, 칠면조 스프, 칠면조 간 식단정보 그레인프리,글루텐프리,비유전자변형 칼로리 956 kcal/kg (85.8 kcal/캔) 원산지/제조사 미국/Lotus Pet Foods",미국/Lotus Pet Foods,78g,https://cdn.purplesto.re/media/store/sale/main_image/lotus_cat_B020CF19_thumb01_YWnTJCN.png,"그레인프리,글루텐프리,비유전자변형","칠면조 고기, 칠면조 스프, 칠면조 간",조단백 9.74%  조지방 7.69%  칼슘 0.39%  인 0.28%  수분 72.67%,주식캔 그레인프리 칠면조&야채 파테,제 CCBY60001호
35,"키튼,어덜트,시니어,전연령",어플라우즈 (APPLAWS),430 kcal/kg (30kcal/캔),고양이,습식간식,"참치순살, 참치육수, 새우, 익힌쌀알","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식간식 중량 - 주재료 참치순살, 참치육수, 새우 식단정보 검류미함유 칼로리 430 kcal/kg (30kcal/캔) 원산지/제조사 태국/MPM Products",태국/MPM Products,-,https://cdn.purplesto.re/media/store/sale/main_image/applaws_cat_B004CT42_thumb01.png,검류미함유,"참치순살, 참치육수, 새우",조단백 12.0% 조지방 4.0% 조섬유 2.0% 조회분 2.0% 수분 88.0%,습식캔 참치와 새우,제 서울 25030호
36,"키튼,어덜트,시니어,전연령",고! (GO!),"4,122 kcal/kg",고양이,건사료,"뼈를 발라낸 연어, 연어분말, 완두콩, 타피오카, 닭고기분말, 렌틸콩, 닭고기 지방, 아마씨, 완두콩섬유, 천연닭고기향, 사과, 당근, 크랜베리, 건조 치커리뿌리, 인산, 염화나트륨, 건조 락토바실러스 애시도필러스, 건조 엔테로코커스 패시움, 비타민합제(비타민A, 비타민D3, 비타민E, 나이아신, L-아스코르빌-2-폴리포스페이트, 티아민 모노니트레이트, d-판토텐산칼슘, 리보플라빈, 염산피리독신, 베타카로틴, 엽산, 비오틴, 비타민 B12), 미량광물질류합제(아연단백질화합물, 철단백질화합물, 구리단백질화합물, 산화아연, 망간단백질화합물, 황산동, 요오드산칼슘, 황산제일철, 산화망간, 아셀렌산나트륨), 타우린, 염화칼륨, DL-메티오닌, 염화콜린, 건조 로즈마리, 유카 추출물","연령구분 키튼,어덜트,시니어,전연령 푸드타입 건사료 중량 100g 주재료 뼈를 발라낸 연어, 연어분말, 완두콩 식단정보 - 칼로리 4,122 kcal/kg 원산지/제조사 캐나다/Petcurean Pet Nutrition Inc.",캐나다/Petcurean Pet Nutrition Inc.,100g,https://cdn.purplesto.re/media/store/sale/main_image/go_cat_B010CF10_thumb01.png,-,"뼈를 발라낸 연어, 연어분말, 완두콩",조단백 31%  조지방 14%  칼슘 1.2%  인 0.9%  수분 8%,"솔루션 스킨앤코트 연어 인도어 , 유통기한 21년 06월 21일",제 ZZR0Y0024호
37,"키튼,어덜트,시니어,전연령",알모네이쳐 (ALMO NATURE),"1,195 kcal/kg (84 kcal/캔)",고양이,습식간식,"닭고기살(50%), 정제수(34%), 쌀(6%), 치즈(5%), 해바라기씨오일(3%), 닭간(1%), 계란(1%)","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식간식 중량 70g 주재료 닭고기살, 정제수, 쌀 식단정보 글루텐프리,비유전자변형 칼로리 1,195 kcal/kg (84 kcal/캔) 원산지/제조사 태국/HI-Q FOOD PRODUCTS CO.LTD",태국/HI-Q FOOD PRODUCTS CO.LTD,70g,https://cdn.purplesto.re/media/store/sale/main_image/almonature_cat_B131CT14_thumb01.png,"글루텐프리,비유전자변형","닭고기살, 정제수, 쌀",조단백 11.0%  조지방 4.8%  조섬유 0.3%  조회분 1.0%  수분 82.0% ,HFC 내츄럴 캔 키튼 닭고기,서울-22259호
