index,age,brand,calory,category,classification,content,detail,from_company,gram,img,info,ingredient,nutrient,title,성분등록번호
238,"키튼,어덜트,시니어,전연령",어플라우즈 (APPLAWS),650 kcal/kg (39 kcal/컵),고양이,습식간식,"닭가슴살, 닭육수, 참치알, 쌀","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식간식 중량 - 주재료 닭가슴살, 닭육수, 참치알 식단정보 검류미함유 칼로리 650 kcal/kg (39 kcal/컵) 원산지/제조사 태국/MPM Products",태국/MPM Products,-,https://cdn.purplesto.re/media/store/sale/main_image/applaws_cat_B004CT03_thumb01_vYeUQdb.png,검류미함유,"닭가슴살, 닭육수, 참치알",조단백 13.0% 조지방 2.0% 조섬유 0.5% 조회분 1.5% 수분 82.0%,이지필 닭고기와 참치알,제 서울-22070호
239,"어덜트,시니어",보레알 (BOREAL),"4,492 kcal/kg",고양이,저온건조 사료,"양고기, 고등어, 양 간, 양 폐, 식물성 글리세린, 파슬리, 건조 치커리, 초록입홍합, 염화콜린, 탄산칼슘, 켈프, 아마씨, 천연항산화제(천연혼합토코페롤, 로즈마리 추출물), 타우린, 황산제일철, 산화아연, 비타민E, 나이아신, 황산구리, 비타민B1, 아셀렌산나트륨, 황산망간, D 판토텐산칼슘, 비타민A 분말(레티놀분말), 비타민B2(리보플라빈), 비오틴, 비타민B6염산염(피리독신 염산염), 비타민B12(시아노토발라민), 요오드산칼슘, 엽산, 비타민D3(콜레칼시페롤)","연령구분 어덜트,시니어 푸드타입 저온건조 사료 중량 500g 주재료 양고기, 고등어, 양 간 식단정보 그레인프리,글루텐프리 칼로리 4,492 kcal/kg 원산지/제조사 뉴질랜드/Absolute Pets International Pte, Ltd.","뉴질랜드/Absolute Pets International Pte, Ltd.",500g,https://cdn.purplesto.re/media/store/sale/main_image/deal_boreal_cat_dry5_thumb01.png,"그레인프리,글루텐프리","양고기, 고등어, 양 간",조단백 30%  조지방 25%  칼슘 1%  인 0.5%  수분 19%,주식 시식세트,제 CCBZZ0008호
240,"퍼피,어덜트,시니어,전연령",오쥬바이로우즈 (AUJOU BY RAWZ),"3,750 kcal/kg",고양이,건사료,"흰살생선, 흰강낭콩, 렌틸콩, 완두콩분말, 카놀라유, 아마씨, 건조사탕무박, 천연향, 효모추출물, 레시틴, 소금, 염화콜린, 염화칼륨, 블루베리, 크랜베리, 사과, 당근, 시금치, 프록토올리고당, 푸마르산, 젖산, 구연산, 말산, 타임추출물, 비타민E, 황산아연, 황산제일철, 아연아미노산, 철아미노산, 이노시톨, 니아신, 황산구리, 티아민질산염, 판토텐산, 염산피리독신, 망간아미노산, 비타민B12, 비타민D3, 요오드산칼슘, 아셀렌산나트륨, 엽산, 로즈마리추출물","연령구분 퍼피,어덜트,시니어,전연령 푸드타입 건사료 중량 2.2kg, 11.3kg 주재료 흰살생선, 흰강낭콩, 렌틸콩 식단정보 단일육류단백질,그레인프리,글루텐프리 칼로리 3,750 kcal/kg 원산지/제조사 캐나다/Boreal Pet Foods.",캐나다/Boreal Pet Foods.,"2.2kg, 11.3kg",https://cdn.purplesto.re/media/store/sale/main_image/deal_aujoubyrawz_cat_pouch5_thumb01.png,"단일육류단백질,그레인프리,글루텐프리","흰살생선, 흰강낭콩, 렌틸콩",조단백 28%  조지방 15%  칼슘 1.5%  인 1%  수분 10%,주식파우치 시식세트,
241,"키튼,어덜트,시니어,전연령",로우즈 (RAWZ),854 kcal/kg (73kcal/85g 캔),고양이,습식사료,"참치, 생선 육수, 연어, 타피오카 전분, 미네랄 (마그네슘 아미노산 킬레이트, 아연 아미노산 킬레이트, 철 아미노산 킬레이트, 망간 아미노산 킬레이트, 구리 아미노산 킬레이트, 칼슘 요오드, 아셀렌산 나트륨), 해바라기씨 오일, 염화칼슘, 생선 오일, 인산 삼칼슘, 비타민 (아스코르브 산 (비타민 C의 공급원) , 비타민B1 질산염, 비타민 E 보충제, 니아신 보충제, 비타민 A 보충제, d- 칼슘 팬토테네이트, 리보플라빈 보충제, 피리독신 염산염, 엽산, 비오틴, 비타민 B12 보충제, 비타민 D3 보충제), 파슬리, 염화 콜린, 타우린, 염화칼륨, 소금","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식사료 중량 85g 주재료 참치, 생선 육수, 연어 식단정보 검류미함유 칼로리 854 kcal/kg (73kcal/85g 캔) 원산지/제조사 태국/Rawz Natural Pet Food",태국/Rawz Natural Pet Food,85g,https://cdn.purplesto.re/media/store/sale/main_image/deal_rawz_cat_B019CF1402SS_thumb01.png,검류미함유,"참치, 생선 육수, 연어",조단백 14.1%  조지방 3.27%  칼슘 0.35%  인 0.19%  수분 82%,슈레디드 캔 참치&연어,제 II6TM0009호
242,"키튼,어덜트,시니어,전연령",알모네이쳐 (ALMO NATURE),972 kcal/kg (53 kcal/파우치),고양이,습식간식,"참치살(91%), 정제수(7.5%), 쌀(1.5%)","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식간식 중량 55g 주재료 참치살, 정제수, 쌀 식단정보 단일육류단백질,글루텐프리,비유전자변형 칼로리 972 kcal/kg (53 kcal/파우치) 원산지/제조사 태국/Songkla Canning Public Co.Ltd",태국/Songkla Canning Public Co.Ltd,55g,https://cdn.purplesto.re/media/store/sale/main_image/deal_almonature_cat_B131CT0502SS_thumb01.png,"단일육류단백질,글루텐프리,비유전자변형","참치살, 정제수, 쌀",조단백 20.5%  조지방 3.5%  조섬유 0.012%  조회분 3.6%  수분 80.6% ,HFC 내츄럴플러스 파우치 대서양참치,서울-24144호
243,"퍼피,어덜트,시니어,전연령",캣츠파인푸드 (CATZ FINEFOOD),"3,750 kcal/kg",고양이,건사료,"흰살생선, 흰강낭콩, 렌틸콩, 완두콩분말, 카놀라유, 아마씨, 건조사탕무박, 천연향, 효모추출물, 레시틴, 소금, 염화콜린, 염화칼륨, 블루베리, 크랜베리, 사과, 당근, 시금치, 프록토올리고당, 푸마르산, 젖산, 구연산, 말산, 타임추출물, 비타민E, 황산아연, 황산제일철, 아연아미노산, 철아미노산, 이노시톨, 니아신, 황산구리, 티아민질산염, 판토텐산, 염산피리독신, 망간아미노산, 비타민B12, 비타민D3, 요오드산칼슘, 아셀렌산나트륨, 엽산, 로즈마리추출물","연령구분 퍼피,어덜트,시니어,전연령 푸드타입 건사료 중량 2.2kg, 11.3kg 주재료 흰살생선, 흰강낭콩, 렌틸콩 식단정보 단일육류단백질,그레인프리,글루텐프리 칼로리 3,750 kcal/kg 원산지/제조사 캐나다/Boreal Pet Foods.",캐나다/Boreal Pet Foods.,"2.2kg, 11.3kg",https://cdn.purplesto.re/media/store/sale/main_image/deal_catsfinefood_cat_pouch5_thumb01.png,"단일육류단백질,그레인프리,글루텐프리","흰살생선, 흰강낭콩, 렌틸콩",조단백 28%  조지방 15%  칼슘 1.5%  인 1%  수분 10%,주식파우치시식세트,
244,"키튼,어덜트,시니어,전연령",오픈팜 (OPENFARM),"3,840 kcal/kg",고양이,건사료,"칠면조, 닭고기, 흰살생선분말, 청어분말, 병아리콩, 렌즈콩(레드), 코코넛오일(혼합토코페롤 보존), 그물눈태평양청어분말, 렌즈콩(그린), 호박, 천연향료(건조흰살생선), 크랜베리, 치커리뿌리, 사과, 염화콜린, 소금, 민들레잎, 타우린, 강황, 염화칼륨, 인산이칼슘, 유카추출물, 혼합토코페롤(천연보존제), 탄산칼슘, 아연단백질화합물, 철단백질 화합물, 구리단백질화합물, 망간단백질화합물, 아셀렌산나트륨, 요오드산칼슘, 비타민E, 비타민B1질산염, 나이아신, 판토텐산, 비오틴, 비타민A, 비타민B2, 비타민B12, 비타민D3, 엽산, 로즈마리","연령구분 키튼,어덜트,시니어,전연령 푸드타입 건사료 중량 57g (샘플) 주재료 칠면조, 닭고기, 흰살생선분말 식단정보 그레인프리,글루텐프리 칼로리 3,840 kcal/kg 원산지/제조사 미국/Open Farm Inc.",미국/Open Farm Inc.,57g (샘플),https://cdn.purplesto.re/media/store/sale/main_image/openfarm_cat_B123CF10_thumb01.png,"그레인프리,글루텐프리","칠면조, 닭고기, 흰살생선분말",조단백 41.0%  조지방 20.0%  칼슘 1.54%  인 1.12%  수분 8%,칠면조&닭고기,CCC020024호
245,"키튼,어덜트,시니어,전연령",파미나 (FARMINA),"3,984 kcal/kg",고양이,건사료,"얼리지 않은 뼈를 제거한 오리(20%), 수분을 제거한 오리(20%), 완두콩 전분, 닭고기 지방, 퀴노아(8%), 수분을 제거한 달걀(5%), 수분을 제거한 청어(5%), 청어 오일, 건조 크렌베리(2.5%), 카모마일(2.5%), 프락토올리고당, 이스트 추출물(만난올리고당의 원료), 차전자피(0.3%), 탄산칼슘, 염화 칼륨, 건조 맥주효모, 소금, 비타민 A, 비타민 D3, 비타민 E, 아스코르브산(수용성 비타민 C), 나이아 신(수용성 비타민 B3), 판토텐산 칼슘(수용성 비타민 B5), 리보플라빈(수용성 비타민 B2), 피리독신 염산염(수용성 비타민 B6), 티아민(수용성 비타민 B1), 비오틴(수용성 비타민 H), 엽산(수용성 비타민 B9), 비타민 B12, 염화콜린, 베타카로틴, 아연 아미노산(메티오닌) 킬레이트, 망간 아미노산(메티오닌) 킬레이트, 철분 아미노산(글리신), 구리 아미노산(메티오닌) 킬레이트, DL- 메티오닌, 타우린 (2000mg/kg 이상), 알로에 베라겔, 녹차 추출물, 로즈마리 추출물, 혼합토코페롤(천연 항산화제)","연령구분 키튼,어덜트,시니어,전연령 푸드타입 건사료 중량 1.5kg 주재료 얼리지 않은 뼈를 제거한 오리고기, 수분을 제거한 오리고기, 완두콩전분 식단정보 그레인프리,글루텐프리,비유전자변형 칼로리 3,984 kcal/kg 원산지/제조사 이탈리아/RUSSO MANGIMI S.p.A",이탈리아/RUSSO MANGIMI S.p.A,1.5kg,https://cdn.purplesto.re/media/store/sale/main_image/farmina_cat_B039CF04_thumb01.png,"그레인프리,글루텐프리,비유전자변형","얼리지 않은 뼈를 제거한 오리고기, 수분을 제거한 오리고기, 완두콩전분",조단백 33%  조지방 16.5%  칼슘 1%  인 0.9%  수분 8%,퀴노아 유리너리 오리,제 KKGB10021호
246,"어덜트,시니어",캣츠파인푸드 (CATZ FINEFOOD),991 kcal/kg,고양이,습식사료,"닭, 물, 참치, 호박, 로즈힙, 미네랄, 카모마일, 니겔라사티바 오일","연령구분 어덜트,시니어 푸드타입 습식사료 중량 400g 주재료 닭, 물, 참치 식단정보 검류미함유,그레인프리,글루텐프리,비유전자변형 칼로리 991 kcal/kg 원산지/제조사 독일/Landguth Heimtiernahrung GmbH",독일/Landguth Heimtiernahrung GmbH,400g,https://cdn.purplesto.re/media/store/sale/main_image/catzfinefood_cat_B053CF03_thumb01.png,"검류미함유,그레인프리,글루텐프리,비유전자변형","닭, 물, 참치",조단백 9.2%  조지방 4.1%  칼슘 0.2%  인 0.15%  수분 88%,주식캔 no.25 닭고기와 참치,GGHA50028호
247,"키튼,어덜트,시니어,전연령",프로덴 (PRODEN),0.71 kcal/스쿱,고양이,파우더,"천연해초추출물(Ascoprhllumnodosum), 맥주효모(Brewer's yeast)","연령구분 키튼,어덜트,시니어,전연령 푸드타입 파우더 중량 40g 주재료 천연해초추출물, 맥주효모 식단정보 그레인프리,글루텐프리 칼로리 0.71 kcal/스쿱 원산지/제조사 스웨덴/SwedenCare",스웨덴/SwedenCare,40g,https://cdn.purplesto.re/media/store/sale/main_image/proden_cat_B051CY02_thumb01.png,"그레인프리,글루텐프리","천연해초추출물, 맥주효모",조단백 5% 조지방 2% 조섬유 7% 조회분 27% 수분 14%,플라그오프 파우더,제 서울-15608호
248,"어덜트,시니어",캣츠파인푸드 (CATZ FINEFOOD),991 kcal/kg,고양이,습식사료,"캥거루, 육수, 미네랄, 보리지오일","연령구분 어덜트,시니어 푸드타입 습식사료 중량 85g 주재료 캥거루, 육수, 미네랄 식단정보 검류미함유,그레인프리,글루텐프리,비유전자변형 칼로리 991 kcal/kg 원산지/제조사 독일/Landguth Heimtiernahrung GmbH",독일/Landguth Heimtiernahrung GmbH,85g,https://cdn.purplesto.re/media/store/sale/main_image/catzfinefood_cat_B053CF10_thumb01.png,"검류미함유,그레인프리,글루텐프리,비유전자변형","캥거루, 육수, 미네랄",조단백 8.2%  조지방 4.1%  칼슘 0.2%  인 0.15%  수분 90%,주식파우치 퓨레 no.107 캥거루,GGHA50028호
249,"키튼,어덜트,시니어,전연령",뉴로 (NULO),"3,724 kcal/kg",고양이,건사료,"연어, 칠면조, 닭고기, 대구, 완두콩, 렌틸콩, 닭고기지방, 콩섬유질, 천연향, 아마씨, 건조치커리뿌리, 건조켈프, 건조크렌베리, 건조고구마, 탄산칼슘, DL-메티오닌, L-카르니틴, 타우린, 아연단백질, 염화콜린, 비타민E, L-아스코르빌 -2-폴리포스페이트(비타민C 공급원) 철단백질, 니아신, 구리단백질, 티아민모노니트레이트, 판토텐산칼슘, 비타민A, 산화망간, 피리독신염산염, 소디움셀레나이트, 리보플라빈, 건조바실러스발효균, 유카시데게라추출물, 비타민B12 요오드산칼슘, 엽산, 로즈마리추출물","연령구분 키튼,어덜트,시니어,전연령 푸드타입 건사료 중량 5.4kg, 2.2kg 주재료 연어, 칠면조, 닭고기 식단정보 그레인프리,글루텐프리,비유전자변형,유산균 칼로리 3,724 kcal/kg 원산지/제조사 미국/Nulo Inc",미국/Nulo Inc,"5.4kg, 2.2kg",https://cdn.purplesto.re/media/store/sale/main_image/nulo_cat_B137CF09_thumb02.png,"그레인프리,글루텐프리,비유전자변형,유산균","연어, 칠면조, 닭고기",조단백 42%  조지방 12%  칼슘 1.3%  인 0.9%  수분 10%,프리스타일 그레인프리 어덜트 연어&렌틸콩,
250,"퍼피,키튼,어덜트,시니어,전연령",카루 (CARU),"4,010 kcal/kg",고양이,파우더형 건강보조식품,"생(raw) 염소우유, 레드크릴, 코코넛가루, 비트루트, 연어오일, L-라이신, 개밀, 쐐기풀, 멀레인 잎, 마시멜로루트, 토코페놀","연령구분 퍼피,키튼,어덜트,시니어,전연령 푸드타입 파우더형 건강보조식품 중량 266g 주재료 생(raw) 염소우유, 레드크릴, 코코넛가루 식단정보 비유전자변형 칼로리 4,010 kcal/kg 원산지/제조사 미국/Steve's Real Food",미국/Steve's Real Food,266g,https://cdn.purplesto.re/media/store/sale/main_image/deal_caru_cat_B033CF0901WS_thumb03_Z9NK7Qt.png,비유전자변형,"생(raw) 염소우유, 레드크릴, 코코넛가루",조단백 31.1% 조지방 20.1% 조섬유 2.7% 조회분 6.36% 수분 7.9%,클래식 스튜 버라이어티팩,제 GGHA50309 호
251,"키튼,어덜트,시니어,전연령",나우 (NOW),"3,947 kcal/kg",고양이,건사료,"뼈를 발라낸 칠면조, 감자분말, 완두콩, 감자, 건조계란, 카놀라오일, 완두콩섬유, 토마토, 천연향, 아마씨, 코코넛오일, 뼈를 발라낸 연어, 뼈를 발라낸 오리, 당근, 호박, 사과, 바나나, 블루베리, 크랜베리, 블랙베리, 파파야, 파인애플, 자몽, 렌틸콩, 브로콜리, 시금치, 코티지치즈, 알팔파 싹, 제이인산 칼슘, 자연건조 알팔파, 건조 켈프, 탄산칼슘, 인산, 염화나트륨, 레시틴, 염화칼슘, DL-메티오닌, 타우린, 건조 해초분말, 비타민합제(비타민E, L-아스코빌~ 2-폴리인산, 나이아신, 비타민A, 티아민 모노니트레이트, d-판토텐산칼슘, 염산피리독신, 리보플라빈, 베타카로틴, 비타민D3, 엽산, 비오틴, 비타민B12), 미량광물질류합제아연단백질화합물 황산제일철, 산화아연, 철단백질화합물, 황산동, 구리단백질화합물, 망간단백질화합물, 산화망간, 요오드산칼슘, 아셀 렌산나트륨), L-라이신, 건조 치커리 뿌리, 건조 락토바실러시 애시도필러스, 건조 엔테로코커스 패시움, 건조 아스퍼질러스 니게로 건조 아스퍼질러스 오리제, 효모추출물, 유카 추출물, L-카르니틴, 마리골드, 건조 로즈마리","연령구분 키튼,어덜트,시니어,전연령 푸드타입 건사료 중량 1.8kg 주재료 뼈를 발라낸 칠면조, 감자분말, 완두콩 식단정보 그레인프리,글루텐프리 칼로리 3,947 kcal/kg 원산지/제조사 캐나다/Petcurean Pet Nutrition Inc.",캐나다/Petcurean Pet Nutrition Inc.,1.8kg,https://cdn.purplesto.re/media/store/sale/main_image/now_cat_B012CF01_thumb01.png,"그레인프리,글루텐프리","뼈를 발라낸 칠면조, 감자분말, 완두콩",조단백 33%  조지방 20%  칼슘 1%  인 0.8%  수분 8%,"그레인프리 키튼, 유통기한 21년 10월 03일",제 서울-19594호
252,"어덜트,시니어",베츠키친 (VET'S KITCHEN),"3,590 kcal/kg",고양이,건사료,"신선한 닭고기, 신선한 닭 살코기, 닭고기육수, 고구마, 맥주 효모, 비타민&미네랄 프리믹스, 치커리","연령구분 어덜트,시니어 푸드타입 건사료 중량 110g 주재료 신선한 닭고기, 신선한 닭살코기, 닭고기육수 식단정보 단일육류단백질 칼로리 3,590 kcal/kg 원산지/제조사 영국/Pet's Kitchen Ltd.",영국/Pet's Kitchen Ltd.,110g,https://cdn.purplesto.re/media/store/sale/main_image/vetskitchen_cat_B022CF01_thumb01.png,단일육류단백질,"신선한 닭고기, 신선한 닭살코기, 닭고기육수",조단백 37.0%  조지방 11.0%  칼슘 0.99%  인 0.66%  수분 9.0%,어덜트 울트라 프레쉬 닭고기,제 서울-20766호
253,"키튼,어덜트,시니어,전연령",오쥬바이로우즈 (AUJOU BY RAWZ),867 kcal/kg (60 kcal/파우치),고양이,습식사료,"참치, 생선육수, 연어, 타피오카전분, 미네랄(아연 아미노산 킬레이트, 철 아미노산 킬레이트, 마그네슘 아미노산 킬레이트, 망간 아미노산 킬레이트, 칼슘 요오드, 구리 아미노산 킬레이트, 소듐 셀레나이트), 해바라기씨 오일, 생선오일, 인산칼륨, 염화칼슘, 비타민(아스코르브 산(비타민C공급원), 비타민 B1질산염, 비타민 E 보충제, 니아신 보충제, 비타민A 보충제, d-칼슘 팬토테네이트, 리보플라빈 보충제, 피리독신 염산염, 엽산, 비오틴, 비타민 B12 보충제, 비타민 D3보충제), 파슬리, 염화콜린, 타우린, 염화칼륨, 소금.","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식사료 중량 69g 주재료 참치, 생선육수, 연어 식단정보 그레인프리,글루텐프리 칼로리 867 kcal/kg (60 kcal/파우치) 원산지/제조사 태국/Raws Natural Pet Food",태국/Raws Natural Pet Food,69g,https://cdn.purplesto.re/media/store/sale/main_image/deal_aujoubyrawz_cat_B030CF0510ss_thumb01.png,"그레인프리,글루텐프리","참치, 생선육수, 연어",조단백 14.1%  조지방 3.27%  칼슘 0.35%  인 0.19%  수분 82%,주식 파우치 참치&연어,제 서울-20528호
254,"어덜트,시니어",아딜론덱 (ADIRONDACK),"3,436 kcal/kg",고양이,건사료,"닭고기, 닭고기분말, 완두콩, 렌틸콩, 파바콩, 타피오카, 흰살생선, 병아리콩, 닭 지방, 아마씨, 천연향료, 완두콩단백질, 알팔파, 청어기름, DL-메티오닌, 제1인산염, 크랜베리, 블루베리, 타우린, 프락토올리고당, 아스크로빈산, 비타민D3, 유카추출물, 탄산칼슘, 왕겨, 야채오일, 로즈마리, 다시마, 비타민E, 비타민제합제(비타민B12, 비타민A, 엽산), 혼합광물질류합제(비피더스균, 구연산, 유산균)","연령구분 어덜트,시니어 푸드타입 건사료 중량 1.5kg 주재료 닭고기, 닭고기분말, 완두콩 식단정보 단일육류단백질,그레인프리,글루텐프리 칼로리 3,436 kcal/kg 원산지/제조사 미국/Blackwood Pet Foods, Inc","미국/Blackwood Pet Foods, Inc",1.5kg,https://cdn.purplesto.re/media/store/sale/main_image/adirondack_cat_B027CF01_thumb01.png,"단일육류단백질,그레인프리,글루텐프리","닭고기, 닭고기분말, 완두콩",조단백 32%  조지방 12%  칼슘 0.6%  인 0.5%  수분 10%,그레인프리 LID 인도어캣 닭고기,제 서울-19744호
255,"어덜트,시니어",카루 (CARU),888 kcal/kg (150 kcal/팩),고양이,습식사료,"닭고기, 닭고기육수, 게, 타피오카전분, 난백, 고구마, 당근, 사과, 천연향, 제삼인산칼슘, 염화콜린, 타우린, 탄산칼슘, 민들레잎사귀, 염화칼륨, 비타민[비타민A보충제, 비타민D3보충제, 비타민E 보충제, 비타민B1 질산염, 나이아신보충제(비타민B), 피리독신염산염(비타민B6), 판토텐산칼슘(비타민B5), 리보플라빈보충제(비타민B2), 엽산, 비오틴(비타민B7), 비타민B12보충제, 미네랄(아연아미노산, 철아미노산, 구리아미노산, 망간아미노산, 마그네슘아미노산, 요오드아미노산, 아셀렌산나트륨)","연령구분 어덜트,시니어 푸드타입 습식사료 중량 170g 주재료 닭고기, 닭고기 육수, 게 식단정보 검류미함유,그레인프리,글루텐프리,비유전자변형 칼로리 888 kcal/kg (150 kcal/팩) 원산지/제조사 미국/Caru Pet Food",미국/Caru Pet Food,170g,https://cdn.purplesto.re/media/store/sale/main_image/caru_cat_B033CF02_thumb01.png,"검류미함유,그레인프리,글루텐프리,비유전자변형","닭고기, 닭고기 육수, 게",조단백 10%  조지방 3%  칼슘 0.2%  인 0.15%  수분 82%,클래식 치킨&크랩 스튜,제 서울-19744호
256,"키튼,어덜트,시니어,전연령",로우즈 (RAWZ),879 kcal/kg (75 kcal/85g 캔),고양이,습식사료,"닭고기,닭고기 육수, 오리, 타피오카 전분, 미네랄 (마그네슘 아미노산 킬레이트, 아연 아미노산 킬레이트, 철 아미노산 킬레이트, 망간 아미노산 킬레이트, 구리 아미노산 킬레이트, 칼슘 요오드, 아셀렌산 나트륨), 해바라기씨오일, 염화칼슘, 생선 오일, 비타민 (아스코르브 산 (비타민 C의 공급원) , 비타민B1 질산염, 비타민 E 보충제, 니아신 보충제, 비타민 A 보충제,d- 칼슘 팬토테네이트, 리보플라빈 보충제, 피리독신 염산염, 엽산, 비오틴, 비타민 B12 보충제, 비타민 D3 보충제), 인산 삼칼슘, 파슬리, 염화 콜린, 소금, 타우린, 염화칼륨","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식사료 중량 85g 주재료 닭고기,닭고기 육수, 오리 식단정보 검류미함유 칼로리 879 kcal/kg (75 kcal/85g 캔) 원산지/제조사 태국/Rawz Natural Pet Food",태국/Rawz Natural Pet Food,85g,https://cdn.purplesto.re/media/store/sale/main_image/deal_rawz_cat_B019CF1102SS_thumb01.png,검류미함유,"닭고기,닭고기 육수, 오리",조단백 19.12%  조지방 2.16%  칼슘 0.37%  인 0.22%  수분 82%,슈레디드 캔 치킨&오리,제 II6TM0009호
257,"키튼,어덜트,시니어,전연령",알모네이쳐 (ALMO NATURE),"1,024 kcal/kg (56 kcal/파우치)",고양이,습식간식,"닭다리살(91%), 정제수(7.5%), 쌀(1.5%)","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식간식 중량 55g 주재료 닭다리살, 정제수, 쌀 식단정보 단일육류단백질,글루텐프리,비유전자변형 칼로리 1,024 kcal/kg (56 kcal/파우치) 원산지/제조사 태국/Songkla Canning Public Co.Ltd",태국/Songkla Canning Public Co.Ltd,55g,https://cdn.purplesto.re/media/store/sale/main_image/almonature_cat_B131CT03_thumb01.png,"단일육류단백질,글루텐프리,비유전자변형","닭다리살, 정제수, 쌀",조단백 19.3%  조지방 5.4%  조섬유 0.207%  조회분 1.9%  수분 83.6% ,HFC 내츄럴플러스 파우치 닭다리살,서울-24147호
258,"어덜트,시니어",로우즈 (RAWZ),"4,492 kcal/kg",고양이,저온건조 사료,"양고기, 고등어, 양 간, 양 폐, 식물성 글리세린, 파슬리, 건조 치커리, 초록입홍합, 염화콜린, 탄산칼슘, 켈프, 아마씨, 천연항산화제(천연혼합토코페롤, 로즈마리 추출물), 타우린, 황산제일철, 산화아연, 비타민E, 나이아신, 황산구리, 비타민B1, 아셀렌산나트륨, 황산망간, D 판토텐산칼슘, 비타민A 분말(레티놀분말), 비타민B2(리보플라빈), 비오틴, 비타민B6염산염(피리독신 염산염), 비타민B12(시아노토발라민), 요오드산칼슘, 엽산, 비타민D3(콜레칼시페롤)","연령구분 어덜트,시니어 푸드타입 저온건조 사료 중량 500g 주재료 양고기, 고등어, 양 간 식단정보 그레인프리,글루텐프리 칼로리 4,492 kcal/kg 원산지/제조사 뉴질랜드/Absolute Pets International Pte, Ltd.","뉴질랜드/Absolute Pets International Pte, Ltd.",500g,https://cdn.purplesto.re/media/store/sale/main_image/deal_rawz_cat_can6_thumb01.png,"그레인프리,글루텐프리","양고기, 고등어, 양 간",조단백 30%  조지방 25%  칼슘 1%  인 0.5%  수분 19%,슈레디드 주식캔 시식세트,제 CCBZZ0008호
259,"키튼,어덜트,시니어,전연령",알모네이쳐 (ALMO NATURE),928 kcal/kg (51 kcal/파우치),고양이,습식간식,"닭가슴살(98.5%), 쌀(1.5%)","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식간식 중량 55g 주재료 닭가슴살, 쌀 식단정보 단일육류단백질,글루텐프리,비유전자변형 칼로리 928 kcal/kg (51 kcal/파우치) 원산지/제조사 태국/Songkla Canning Public Co.Ltd",태국/Songkla Canning Public Co.Ltd,55g,https://cdn.purplesto.re/media/store/sale/main_image/almonature_cat_B131CT01_thumb01.png,"단일육류단백질,글루텐프리,비유전자변형","닭가슴살, 쌀",조단백 25.4%  조지방 1.1%  조섬유 0.012%  조회분 2.9%  수분 77.6% ,HFC 내츄럴플러스 파우치 닭가슴살,서울-24143호
260,"키튼,어덜트,시니어,전연령",쉐지애 (SCHESIR),662 kcal/kg,고양이,습식간식,"참치, 파파야, 쌀, 수분","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식간식 중량 50g x 6개입 주재료 참치, 파파야, 쌀 식단정보 - 칼로리 662 kcal/kg 원산지/제조사 태국/Agras Delic S.p.a.",태국/Agras Delic S.p.a.,50g x 6개입,https://cdn.purplesto.re/media/store/sale/main_image/schesir_cat_B049CT05_thumb01_d0YprqR.png,-,"참치, 파파야, 쌀",조단백 9.45%  조지방 0.18%  조섬유 0.11%  조회분 1.65%  수분 90.0% ,네이처캣 참치+파파야,GGHA50074호
261,"키튼,어덜트,시니어,전연령",어플라우즈 (APPLAWS),930 kcal/kg (23.25 kcal/파우치),고양이,습식간식,연어,"연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식간식 중량 25g 주재료 연어 식단정보 검류미함유 칼로리 930 kcal/kg (23.25 kcal/파우치) 원산지/제조사 태국/MPM Products",태국/MPM Products,25g,https://cdn.purplesto.re/media/store/sale/main_image/deal_applaws_cat_B004CT0933ss_thumb01.png,검류미함유,연어,조단백 23.0% 조지방 3.5% 조회분 2.0% 수분 75.0%,통살 연어,제 서울-22064호
262,"키튼, 어덜트, 시니어",아보덤,741Kcal/kg,고양이,습식사료,"정어리, 생선육수, 새우, 게, 타피오카, 해바라기유, 구아검, 제삼인산칼슘, 아보카도 오일, 타우린, 정제소금, 미네랄(산화 아연, 환원철, 아셀렌산나트륨, 황산망간, 요오드화칼륨) 염화칼륨, 염화콜린, 비타민 (비타민E, 나이아신, 치아민 질산염, 비타민 A분말) 등",,"태국/Breeders Choice Pet Foods, Inc",85g,https://mamacat.co.kr/web/product/big/20191204/60b6f0f43663f9bb75c634e8c4860df0.jpg,"그레인프리, 피부모질개선","정어리, 생선육수, 새우","조단백 8.0% , 조지방 1.5% , 조섬유 2.0% , 조회분 3.0% , 수분 86.0% , 칼슘 0.05% , 인 0.08% ","내추럴 그레인프리 정어리, 새우&게살",
