uuid,category,brand,title,age,classification,content,nutrient,info,gram,calory,ingredient,from_company,img,soup
286,고양이,로우즈 (RAWZ),슈레디드 주식캔 참치&연어,"키튼,어덜트,시니어,전연령",습식사료,"참치, 생선 육수, 연어, 타피오카 전분, 미네랄 (마그네슘 아미노산 킬레이트, 아연 아미노산 킬레이트, 철 아미노산 킬레이트, 망간 아미노산 킬레이트, 구리 아미노산 킬레이트, 칼슘 요오드, 아셀렌산 나트륨), 해바라기씨 오일, 염화칼슘, 생선 오일, 인산 삼칼슘, 비타민 (아스코르브 산 (비타민 C의 공급원) , 비타민B1 질산염, 비타민 E 보충제, 니아신 보충제, 비타민 A 보충제, d- 칼슘 팬토테네이트, 리보플라빈 보충제, 피리독신 염산염, 엽산, 비오틴, 비타민 B12 보충제, 비타민 D3 보충제), 파슬리, 염화 콜린, 타우린, 염화칼륨, 소금",조단백 14.1%  조지방 3.27%  칼슘 0.35%  인 0.19%  수분 82%,검류미함유,85g,854 kcal/kg (73kcal/85g 캔),"참치, 생선 육수, 연어",태국/Rawz Natural Pet Food,https://cdn.purplesto.re/media/store/sale/main_image/rawz_cat_B019CF14_thumb01.png,"로우즈 (RAWZ) 슈레디드 주식캔 참치&연어 습식사료 참치, 생선 육수, 연어, 타피오카 전분, 미네랄 (마그네슘 아미노산 킬레이트, 아연 아미노산 킬레이트, 철 아미노산 킬레이트, 망간 아미노산 킬레이트, 구리 아미노산 킬레이트, 칼슘 요오드, 아셀렌산 나트륨), 해바라기씨 오일, 염화칼슘, 생선 오일, 인산 삼칼슘, 비타민 (아스코르브 산 (비타민 C의 공급원) , 비타민B1 질산염, 비타민 E 보충제, 니아신 보충제, 비타민 A 보충제, d- 칼슘 팬토테네이트, 리보플라빈 보충제, 피리독신 염산염, 엽산, 비오틴, 비타민 B12 보충제, 비타민 D3 보충제), 파슬리, 염화 콜린, 타우린, 염화칼륨, 소금 검류미함유"
287,고양이,앱솔루트 홀리스틱 (ABSOLUTE HOLISTIC),에어드라이 샘플팩 ,"어덜트,시니어",저온건조 사료,"양고기, 고등어, 양 간, 양 폐, 식물성 글리세린, 파슬리, 건조 치커리, 초록입홍합, 염화콜린, 탄산칼슘, 켈프, 아마씨, 천연항산화제(천연혼합토코페롤, 로즈마리 추출물), 타우린, 황산제일철, 산화아연, 비타민E, 나이아신, 황산구리, 비타민B1, 아셀렌산나트륨, 황산망간, D 판토텐산칼슘, 비타민A 분말(레티놀분말), 비타민B2(리보플라빈), 비오틴, 비타민B6염산염(피리독신 염산염), 비타민B12(시아노토발라민), 요오드산칼슘, 엽산, 비타민D3(콜레칼시페롤)",조단백 30%  조지방 25%  칼슘 1%  인 0.5%  수분 19%,"그레인프리,글루텐프리",500g,"4,492 kcal/kg","양고기, 고등어, 양 간","뉴질랜드/Absolute Pets International Pte, Ltd.",https://cdn.purplesto.re/media/store/sale/main_image/deal_absoluteholistic_cat_B103CF09_thumb01_XzLE7oC.png,"앱솔루트 홀리스틱 (ABSOLUTE HOLISTIC) 에어드라이 샘플팩  저온건조 사료 양고기, 고등어, 양 간, 양 폐, 식물성 글리세린, 파슬리, 건조 치커리, 초록입홍합, 염화콜린, 탄산칼슘, 켈프, 아마씨, 천연항산화제(천연혼합토코페롤, 로즈마리 추출물), 타우린, 황산제일철, 산화아연, 비타민E, 나이아신, 황산구리, 비타민B1, 아셀렌산나트륨, 황산망간, D 판토텐산칼슘, 비타민A 분말(레티놀분말), 비타민B2(리보플라빈), 비오틴, 비타민B6염산염(피리독신 염산염), 비타민B12(시아노토발라민), 요오드산칼슘, 엽산, 비타민D3(콜레칼시페롤) 그레인프리,글루텐프리"
288,고양이,파미나 (FARMINA),그레인프리 닭고기와 석류,"키튼,어덜트,시니어,전연령",건사료,"얼리지 않은 뼈를 제거한 닭고기(30%), 수분을 제거한 닭고기(28%), 고구마, 닭고기 지방, 수분을 제거한 달걀(4.5%), 얼리지 않은 청어(3.2%), 수분을 제거한 청어(3%), 청어 오일, 완두콩 섬유소, 건조 당근, 건조 알팔파, 이눌린, 프락토올리고당, 이스트 추출물(만난올리고당의 원료), 건조 석류(0.5%), 건조 사과, 건조 시금치, 차전자피(0.3%), 건조 스위트 오렌지, 건조 블루베리, 소금, 건조 맥주효모, 강황(0.2%), 비타민 A, 비타민 D3, 비타민 E, 아스코르브산(수용성 비타민 C), 나이아신(수용성 비타민 B3), 판토텐산 칼슘(수용성 비타민 B5), 리보플라빈(수용성 비타민 B2), 피리독신 염산염(수용성 비타민 B6), 티아민(수용성 비타민 B1), 비오틴(수용성 비타민 H), 엽산(수용성 비타민 B9), 비타민 B12, 염화콜린, 베타카로틴, 아연 아미노산(메티오닌) 킬레이트, 망간 아미노산(메티오닌) 킬레이트, 철분 아미노산(글리신), 구리 아미노산(메티오닌) 킬레이트, DL- 메티오닌, 타우린(4000mg/kg 이상), 정제하고 가수분해한 닭 연골(글루코사민(1200mg/kg이상)과 콘드로이틴 황산(900mg/kg이상)의 원료), 알로에 베라겔, 녹차 추출물, 로즈마리 추출물, 혼합토코페롤(천연 항산화제)",조단백 44%  조지방 20%  칼슘 1.1%  인 0.9%  수분 8%,"그레인프리,글루텐프리,비유전자변형",1.5kg,"4,448 kcal/kg","신선한 뼈를 제거한 신선한 닭고기, 수분을 제거한 닭고기, 감자",이탈리아/RUSSO MANGIMI S.p.A,https://cdn.purplesto.re/media/store/sale/main_image/farmina_cat_B039CF02_thumb01.png,"파미나 (FARMINA) 그레인프리 닭고기와 석류 건사료 얼리지 않은 뼈를 제거한 닭고기(30%), 수분을 제거한 닭고기(28%), 고구마, 닭고기 지방, 수분을 제거한 달걀(4.5%), 얼리지 않은 청어(3.2%), 수분을 제거한 청어(3%), 청어 오일, 완두콩 섬유소, 건조 당근, 건조 알팔파, 이눌린, 프락토올리고당, 이스트 추출물(만난올리고당의 원료), 건조 석류(0.5%), 건조 사과, 건조 시금치, 차전자피(0.3%), 건조 스위트 오렌지, 건조 블루베리, 소금, 건조 맥주효모, 강황(0.2%), 비타민 A, 비타민 D3, 비타민 E, 아스코르브산(수용성 비타민 C), 나이아신(수용성 비타민 B3), 판토텐산 칼슘(수용성 비타민 B5), 리보플라빈(수용성 비타민 B2), 피리독신 염산염(수용성 비타민 B6), 티아민(수용성 비타민 B1), 비오틴(수용성 비타민 H), 엽산(수용성 비타민 B9), 비타민 B12, 염화콜린, 베타카로틴, 아연 아미노산(메티오닌) 킬레이트, 망간 아미노산(메티오닌) 킬레이트, 철분 아미노산(글리신), 구리 아미노산(메티오닌) 킬레이트, DL- 메티오닌, 타우린(4000mg/kg 이상), 정제하고 가수분해한 닭 연골(글루코사민(1200mg/kg이상)과 콘드로이틴 황산(900mg/kg이상)의 원료), 알로에 베라겔, 녹차 추출물, 로즈마리 추출물, 혼합토코페롤(천연 항산화제) 그레인프리,글루텐프리,비유전자변형"
289,고양이,나우 (NOW),"그레인프리 키튼 , 유통기한 21년 06월 05일","키튼,어덜트,시니어,전연령",건사료,"뼈를 발라낸 칠면조, 감자분말, 완두콩, 감자, 건조계란, 카놀라오일, 완두콩섬유, 토마토, 천연향, 아마씨, 코코넛오일, 뼈를 발라낸 연어, 뼈를 발라낸 오리, 당근, 호박, 사과, 바나나, 블루베리, 크랜베리, 블랙베리, 파파야, 파인애플, 자몽, 렌틸콩, 브로콜리, 시금치, 코티지치즈, 알팔파 싹, 제이인산 칼슘, 자연건조 알팔파, 건조 켈프, 탄산칼슘, 인산, 염화나트륨, 레시틴, 염화칼슘, DL-메티오닌, 타우린, 건조 해초분말, 비타민합제(비타민E, L-아스코빌~ 2-폴리인산, 나이아신, 비타민A, 티아민 모노니트레이트, d-판토텐산칼슘, 염산피리독신, 리보플라빈, 베타카로틴, 비타민D3, 엽산, 비오틴, 비타민B12), 미량광물질류합제아연단백질화합물 황산제일철, 산화아연, 철단백질화합물, 황산동, 구리단백질화합물, 망간단백질화합물, 산화망간, 요오드산칼슘, 아셀 렌산나트륨), L-라이신, 건조 치커리 뿌리, 건조 락토바실러시 애시도필러스, 건조 엔테로코커스 패시움, 건조 아스퍼질러스 니게로 건조 아스퍼질러스 오리제, 효모추출물, 유카 추출물, L-카르니틴, 마리골드, 건조 로즈마리",조단백 33%  조지방 20%  칼슘 1%  인 0.8%  수분 8%,"그레인프리,글루텐프리",100g,"3,947 kcal/kg","뼈를 발라낸 칠면조, 감자분말, 완두콩",캐나다/Petcurean Pet Nutrition Inc.,https://cdn.purplesto.re/media/store/sale/main_image/now_cat_B012CF01_thumb02.png,"나우 (NOW) 그레인프리 키튼 , 유통기한 21년 06월 05일 건사료 뼈를 발라낸 칠면조, 감자분말, 완두콩, 감자, 건조계란, 카놀라오일, 완두콩섬유, 토마토, 천연향, 아마씨, 코코넛오일, 뼈를 발라낸 연어, 뼈를 발라낸 오리, 당근, 호박, 사과, 바나나, 블루베리, 크랜베리, 블랙베리, 파파야, 파인애플, 자몽, 렌틸콩, 브로콜리, 시금치, 코티지치즈, 알팔파 싹, 제이인산 칼슘, 자연건조 알팔파, 건조 켈프, 탄산칼슘, 인산, 염화나트륨, 레시틴, 염화칼슘, DL-메티오닌, 타우린, 건조 해초분말, 비타민합제(비타민E, L-아스코빌~ 2-폴리인산, 나이아신, 비타민A, 티아민 모노니트레이트, d-판토텐산칼슘, 염산피리독신, 리보플라빈, 베타카로틴, 비타민D3, 엽산, 비오틴, 비타민B12), 미량광물질류합제아연단백질화합물 황산제일철, 산화아연, 철단백질화합물, 황산동, 구리단백질화합물, 망간단백질화합물, 산화망간, 요오드산칼슘, 아셀 렌산나트륨), L-라이신, 건조 치커리 뿌리, 건조 락토바실러시 애시도필러스, 건조 엔테로코커스 패시움, 건조 아스퍼질러스 니게로 건조 아스퍼질러스 오리제, 효모추출물, 유카 추출물, L-카르니틴, 마리골드, 건조 로즈마리 그레인프리,글루텐프리"
290,고양이,고! (GO!),솔루션 스킨앤코트 연어 인도어,"키튼,어덜트,시니어,전연령",건사료,"뼈를 발라낸 연어, 연어분말, 완두콩, 타피오카, 닭고기분말, 렌틸콩, 닭고기 지방, 아마씨, 완두콩섬유, 천연닭고기향, 사과, 당근, 크랜베리, 건조 치커리뿌리, 인산, 염화나트륨, 건조 락토바실러스 애시도필러스, 건조 엔테로코커스 패시움, 비타민합제(비타민A, 비타민D3, 비타민E, 나이아신, L-아스코르빌-2-폴리포스페이트, 티아민 모노니트레이트, d-판토텐산칼슘, 리보플라빈, 염산피리독신, 베타카로틴, 엽산, 비오틴, 비타민 B12), 미량광물질류합제(아연단백질화합물, 철단백질화합물, 구리단백질화합물, 산화아연, 망간단백질화합물, 황산동, 요오드산칼슘, 황산제일철, 산화망간, 아셀렌산나트륨), 타우린, 염화칼륨, DL-메티오닌, 염화콜린, 건조 로즈마리, 유카 추출물",조단백 31%  조지방 14%  칼슘 1.2%  인 0.9%  수분 8%,-,1.3kg,"4,122 kcal/kg","뼈를 발라낸 연어, 연어분말, 완두콩",캐나다/Petcurean Pet Nutrition Inc.,https://cdn.purplesto.re/media/store/sale/main_image/go_cat_B010CF10_thumb02.png,"고! (GO!) 솔루션 스킨앤코트 연어 인도어 건사료 뼈를 발라낸 연어, 연어분말, 완두콩, 타피오카, 닭고기분말, 렌틸콩, 닭고기 지방, 아마씨, 완두콩섬유, 천연닭고기향, 사과, 당근, 크랜베리, 건조 치커리뿌리, 인산, 염화나트륨, 건조 락토바실러스 애시도필러스, 건조 엔테로코커스 패시움, 비타민합제(비타민A, 비타민D3, 비타민E, 나이아신, L-아스코르빌-2-폴리포스페이트, 티아민 모노니트레이트, d-판토텐산칼슘, 리보플라빈, 염산피리독신, 베타카로틴, 엽산, 비오틴, 비타민 B12), 미량광물질류합제(아연단백질화합물, 철단백질화합물, 구리단백질화합물, 산화아연, 망간단백질화합물, 황산동, 요오드산칼슘, 황산제일철, 산화망간, 아셀렌산나트륨), 타우린, 염화칼륨, DL-메티오닌, 염화콜린, 건조 로즈마리, 유카 추출물 -"
291,고양이,고! (GO!),솔루션 LID 오리,"키튼,어덜트,시니어,전연령",건사료,"뼈를 발라낸 오리, 오리분말, 건조 계란, 완두콩, 완두분말, 타피오카, 렌틸콩, 병아리콩, 닭고기지방, 아마씨, 천연향, 염화나트륨, 염화콜린, 탄산칼슘, 건조 치커리뿌리, 인산, 염화칼륨, 비타민합제(비타민A, 비타민 D3, 비타민E, 나이아신, L-아스코빌-2-폴리인산, 티아민 모노니트레이트, d-판토텐산칼슘, 리보플라빈, 염산 피리독신, 베타카로틴, 엽산, 비오틴, 비타민 B12), 미량광물질류합제(아연단백질화합물, 철단백질 화합물, 구리 단백질화합물, 산화아연, 망간단백질화합물, 황산동, 요오드산칼슘, 황산제일철, 산화망간, 아셀렌산나트륨), 타우린, 건조 로즈마리",조단백 32%  조지방 17%  칼슘 1.1%  인 0.9%  수분 8%,"그레인프리,글루텐프리",7.2kg,"4,222 kcal/kg","뼈를 발라낸 오리, 오리분말, 건조 계란",캐나다/Petcurean Pet Nutrition Inc.,https://cdn.purplesto.re/media/store/sale/main_image/go_cat_B010CF12_thumb02.png,"고! (GO!) 솔루션 LID 오리 건사료 뼈를 발라낸 오리, 오리분말, 건조 계란, 완두콩, 완두분말, 타피오카, 렌틸콩, 병아리콩, 닭고기지방, 아마씨, 천연향, 염화나트륨, 염화콜린, 탄산칼슘, 건조 치커리뿌리, 인산, 염화칼륨, 비타민합제(비타민A, 비타민 D3, 비타민E, 나이아신, L-아스코빌-2-폴리인산, 티아민 모노니트레이트, d-판토텐산칼슘, 리보플라빈, 염산 피리독신, 베타카로틴, 엽산, 비오틴, 비타민 B12), 미량광물질류합제(아연단백질화합물, 철단백질 화합물, 구리 단백질화합물, 산화아연, 망간단백질화합물, 황산동, 요오드산칼슘, 황산제일철, 산화망간, 아셀렌산나트륨), 타우린, 건조 로즈마리 그레인프리,글루텐프리"
292,고양이,어플라우즈 (APPLAWS), 이지필 닭고기와 오리,"키튼,어덜트,시니어,전연령",습식간식,"닭고기(가슴살), 닭육수, 오리고기, 쌀",조단백 14.0% 조지방 2.0% 조섬유 0.5% 조회분 1.5% 수분 82.0%,검류미함유,-,600 kcal/kg (36 kcal/컵),"닭고기(가슴살), 닭육수, 오리고기",태국/MPM Products,https://cdn.purplesto.re/media/store/sale/main_image/applaws_cat_B004CT02_thumb01_A1cVRWV.png,"어플라우즈 (APPLAWS)  이지필 닭고기와 오리 습식간식 닭고기(가슴살), 닭육수, 오리고기, 쌀 검류미함유"
293,고양이,베츠키친 (VET'S KITCHEN),어덜트 울트라 프레쉬 연어,"어덜트,시니어",건사료,"신선한 연어(60%), 건조 연어 (18%), 흰쌀, 사탕무박, 맥주 효모, 루서린(비타민K), 연어육즙 (2%), 치커리, 파슬리 (0.5%), 미네랄, 비타민, 민들레 (0.1%)",조단백 35.0%  조지방 14.0%  칼슘 0.95%  인 0.63%  수분 9.0%,단일육류단백질,"770g, 110g","3,710 kcal/kg  ","신선한 연어, 건조 연어, 흰쌀",영국/Pet's Kitchen Ltd.,https://cdn.purplesto.re/media/store/sale/main_image/vetskitchen_cat_B022CF02_thumb01.png,"베츠키친 (VET'S KITCHEN) 어덜트 울트라 프레쉬 연어 건사료 신선한 연어(60%), 건조 연어 (18%), 흰쌀, 사탕무박, 맥주 효모, 루서린(비타민K), 연어육즙 (2%), 치커리, 파슬리 (0.5%), 미네랄, 비타민, 민들레 (0.1%) 단일육류단백질"
294,고양이,캣만두 (CATMANDOO),라이프 에센셜 스프링클스 치킨,"키튼,어덜트,시니어,전연령",토퍼(부스터),닭고기 100%,조단백 74.0% 조지방 14.0% 조회분 7.0% 수분 6.0%,"그레인프리,글루텐프리",57g,"약 3,710 kcal/kg",닭고기,미국/Cat-man-doo,https://cdn.purplesto.re/media/store/sale/main_image/catmandoo_cat_B034CT03_thumb01.png,"캣만두 (CATMANDOO) 라이프 에센셜 스프링클스 치킨 토퍼(부스터) 닭고기 100% 그레인프리,글루텐프리"
295,고양이,고! (GO!),솔루션 스킨앤코트 연어 인도어,"키튼,어덜트,시니어,전연령",건사료,"뼈를 발라낸 연어, 연어분말, 완두콩, 타피오카, 닭고기분말, 렌틸콩, 닭고기 지방, 아마씨, 완두콩섬유, 천연닭고기향, 사과, 당근, 크랜베리, 건조 치커리뿌리, 인산, 염화나트륨, 건조 락토바실러스 애시도필러스, 건조 엔테로코커스 패시움, 비타민합제(비타민A, 비타민D3, 비타민E, 나이아신, L-아스코르빌-2-폴리포스페이트, 티아민 모노니트레이트, d-판토텐산칼슘, 리보플라빈, 염산피리독신, 베타카로틴, 엽산, 비오틴, 비타민 B12), 미량광물질류합제(아연단백질화합물, 철단백질화합물, 구리단백질화합물, 산화아연, 망간단백질화합물, 황산동, 요오드산칼슘, 황산제일철, 산화망간, 아셀렌산나트륨), 타우린, 염화칼륨, DL-메티오닌, 염화콜린, 건조 로즈마리, 유카 추출물",조단백 31%  조지방 14%  칼슘 1.2%  인 0.9%  수분 8%,-,3.6kg,"4,122 kcal/kg","뼈를 발라낸 연어, 연어분말, 완두콩",캐나다/Petcurean Pet Nutrition Inc.,https://cdn.purplesto.re/media/store/sale/main_image/go_cat_B010CF10_thumb02.png,"고! (GO!) 솔루션 스킨앤코트 연어 인도어 건사료 뼈를 발라낸 연어, 연어분말, 완두콩, 타피오카, 닭고기분말, 렌틸콩, 닭고기 지방, 아마씨, 완두콩섬유, 천연닭고기향, 사과, 당근, 크랜베리, 건조 치커리뿌리, 인산, 염화나트륨, 건조 락토바실러스 애시도필러스, 건조 엔테로코커스 패시움, 비타민합제(비타민A, 비타민D3, 비타민E, 나이아신, L-아스코르빌-2-폴리포스페이트, 티아민 모노니트레이트, d-판토텐산칼슘, 리보플라빈, 염산피리독신, 베타카로틴, 엽산, 비오틴, 비타민 B12), 미량광물질류합제(아연단백질화합물, 철단백질화합물, 구리단백질화합물, 산화아연, 망간단백질화합물, 황산동, 요오드산칼슘, 황산제일철, 산화망간, 아셀렌산나트륨), 타우린, 염화칼륨, DL-메티오닌, 염화콜린, 건조 로즈마리, 유카 추출물 -"
296,고양이,그랜마메이스 (GRANDMAMAES),그레인프리 웨이트컨트롤&헤어볼,"키튼,어덜트,시니어,전연령",건사료,"닭고기분말, 건계란, 송어분말, 천연닭간향, 닭지방, 렌틸콩, 완두분말, 타피오카, 맥아효모, 노란완두콩, 고구마, 완두단백, 건조토마토포마스, 유카시디게라추출물, 셀룰로즈파우더, 레시틴, DL-메티오닌, 탄산칼슘, L-라이신, 소금, 타우린, 비타민E보충제, 니아신, 비타민B1질산염, 염산피리독신, 리보플라빈, 아스코르빅산, 비오틴, 판토텐산D칼슘, 비타민B12보충제, 비타민A아세테이트, 비타민D3보충제, 엽산, 염화칼륨, 황산제1철, 황산아연, 아연단백화합제, 철분단백화합제, 산화망간, 아셀렌산나트륨, 요오드산칼슘 업체 제공 원재료: 치킨밀, 노란완두콩, 렌틸콩, 완두콩가루, 고구마, 닭지방(믹스토코페롤로보존), 건조 달걀, 화이트피쉬밀, 완두콩단백질, 타피오카, 천연닭간향료, 맥주효모, 섬유소가루, 건조토마토포메이스,레시틴, DL-메티오닌, 탄산칼슘, L-라이신, 소금, 타우린,, 유카시디게라추출물, 비타민E, 나이아신, 티아민, 염산피리독신, 리보플라빈, 아스코빅산, 비오틴, 판토텐산칼슘, 비타민B12, 비타민A, 비타민D3, 엽산, 염화칼륨, 황산철, 황산아연, 아연단백화합물, 철단백화합물, 황산동, 산화아연, 황산마그네슘.. 망간단백화합물, 구리단백화합물, 아셀레나트륨, 요오드화칼슘 업체 제공 원재료가 수정된 최신 정보이며 한글 라벨과 다를 수 있으니 참고해주세요.",조단백 30%  조지방 10%  칼슘 1.15%  인 0.9%  수분 10%,"그레인프리,글루텐프리,체중조절",1.8kg,"2,950 kcal/kg","닭고기분말, 건계란, 송어분말",미국/SOUTHERN TIER PET NUTRTION. USA,https://cdn.purplesto.re/media/store/sale/main_image/grandmamaes_cat_B120CF03_thumb01.png,"그랜마메이스 (GRANDMAMAES) 그레인프리 웨이트컨트롤&헤어볼 건사료 닭고기분말, 건계란, 송어분말, 천연닭간향, 닭지방, 렌틸콩, 완두분말, 타피오카, 맥아효모, 노란완두콩, 고구마, 완두단백, 건조토마토포마스, 유카시디게라추출물, 셀룰로즈파우더, 레시틴, DL-메티오닌, 탄산칼슘, L-라이신, 소금, 타우린, 비타민E보충제, 니아신, 비타민B1질산염, 염산피리독신, 리보플라빈, 아스코르빅산, 비오틴, 판토텐산D칼슘, 비타민B12보충제, 비타민A아세테이트, 비타민D3보충제, 엽산, 염화칼륨, 황산제1철, 황산아연, 아연단백화합제, 철분단백화합제, 산화망간, 아셀렌산나트륨, 요오드산칼슘 업체 제공 원재료: 치킨밀, 노란완두콩, 렌틸콩, 완두콩가루, 고구마, 닭지방(믹스토코페롤로보존), 건조 달걀, 화이트피쉬밀, 완두콩단백질, 타피오카, 천연닭간향료, 맥주효모, 섬유소가루, 건조토마토포메이스,레시틴, DL-메티오닌, 탄산칼슘, L-라이신, 소금, 타우린,, 유카시디게라추출물, 비타민E, 나이아신, 티아민, 염산피리독신, 리보플라빈, 아스코빅산, 비오틴, 판토텐산칼슘, 비타민B12, 비타민A, 비타민D3, 엽산, 염화칼륨, 황산철, 황산아연, 아연단백화합물, 철단백화합물, 황산동, 산화아연, 황산마그네슘.. 망간단백화합물, 구리단백화합물, 아셀레나트륨, 요오드화칼슘 업체 제공 원재료가 수정된 최신 정보이며 한글 라벨과 다를 수 있으니 참고해주세요. 그레인프리,글루텐프리,체중조절"
297,고양이,보레알 (BOREAL),"오리지널 그레인프리 칠면조&송어, 유통기한 21년 09월 30일","키튼,어덜트,시니어,전연령",건사료,"칠면조, 송어, 청어, 말린계란, 고구마, 메밀, 렌즈콩, 호박, 천연향, 아마씨, 치킨지방, 말린억새풀, 레시틴, 블루베리, 크랜베리, 사과, 시금치, 프로피온산칼슘, 삼인산나트륨, DL-메티오닌, 효모추출물, 치커리뿌리추출물, 타우린, 염화콜린, 소금, 말린켈프, L-라이신, L-트립토판, 푸마르산, 젖산, 구연산, 말산, 유카시데게라추출물, 백리향추출물, 산화아연, 황산제일철, 아연아미노산복합체, 철아미노산복합체, 니아신아미드, 산화망간, 비타민E, 비타민A, 칼슘판토텐산, 리보플라빈, 티아민모노니트레이트, 피리독신히드로클로라이드, 황산구리, 구리, 구리단백질, 망간아미노산복합체, 엽산, 비타민D3, 비타민B12, 비오틴, 요오드산칼슘, 셀렌산나트륨, 로즈마리추출물.",조단백 36%  조지방 16%  칼슘 1.8%  인 1.1%  수분 10%,"그레인프리,글루텐프리",2.2kg,"3,492 kcal/kg","칠면조, 송어, 청어",캐나다/Boreal Pet Foods.,https://cdn.purplesto.re/media/store/sale/main_image/boreal_cat_B050CF03_thumb01.png,"보레알 (BOREAL) 오리지널 그레인프리 칠면조&송어, 유통기한 21년 09월 30일 건사료 칠면조, 송어, 청어, 말린계란, 고구마, 메밀, 렌즈콩, 호박, 천연향, 아마씨, 치킨지방, 말린억새풀, 레시틴, 블루베리, 크랜베리, 사과, 시금치, 프로피온산칼슘, 삼인산나트륨, DL-메티오닌, 효모추출물, 치커리뿌리추출물, 타우린, 염화콜린, 소금, 말린켈프, L-라이신, L-트립토판, 푸마르산, 젖산, 구연산, 말산, 유카시데게라추출물, 백리향추출물, 산화아연, 황산제일철, 아연아미노산복합체, 철아미노산복합체, 니아신아미드, 산화망간, 비타민E, 비타민A, 칼슘판토텐산, 리보플라빈, 티아민모노니트레이트, 피리독신히드로클로라이드, 황산구리, 구리, 구리단백질, 망간아미노산복합체, 엽산, 비타민D3, 비타민B12, 비오틴, 요오드산칼슘, 셀렌산나트륨, 로즈마리추출물. 그레인프리,글루텐프리"
298,고양이,헤일로 (HALO),키튼 그레인프리 흰살생선 레시피 ,"키튼,어덜트,시니어,전연령",습식사료,"흰살생선, 칠면조, 칠면조육수, 야채육수, 칠면조 간, 연어, 연어오일, 천연향미제합제(글루탐산, 글루코오스), 아마씨, 한천, 염화칼륨, 타우린, 크랜베리, 소금, 염화콜린, 민들레어린잎, 황산마그네슘, 유카추출물, 파슬리, 미량광물질류합제(철-단백딜화합물, 아연-단백질화합물 등), 비타민제합제(비타민E, 나이아신 등), 비타민B1질산염",조단백 11.7%  조지방 6.2%  칼슘 0.6%  인 0.5%  수분 77.7%,"그레인프리,글루텐프리,비유전자변형",85g,"1,119 kcal/kg (96 kcal/캔)","흰살생선, 칠면조, 칠면조육수",미국/Halo pet,https://cdn.purplesto.re/media/store/sale/main_image/deal_halo_cat_B044CF1802SS_thumb01.png,"헤일로 (HALO) 키튼 그레인프리 흰살생선 레시피  습식사료 흰살생선, 칠면조, 칠면조육수, 야채육수, 칠면조 간, 연어, 연어오일, 천연향미제합제(글루탐산, 글루코오스), 아마씨, 한천, 염화칼륨, 타우린, 크랜베리, 소금, 염화콜린, 민들레어린잎, 황산마그네슘, 유카추출물, 파슬리, 미량광물질류합제(철-단백딜화합물, 아연-단백질화합물 등), 비타민제합제(비타민E, 나이아신 등), 비타민B1질산염 그레인프리,글루텐프리,비유전자변형"
299,고양이,알모네이쳐 (ALMO NATURE),HFC 내츄럴 캔 대서양참치 ,"키튼,어덜트,시니어,전연령",습식간식,"참치살(75%), 정제수(24%), 쌀(1%)",조단백 15.0%  조지방 0.5%  조섬유 0.5%  조회분 2.5%  수분 80.0% ,"단일육류단백질,글루텐프리,비유전자변형",70g,936 kcal/kg (66 kcal/캔),"참치살, 정제수, 쌀",태국/HI-Q FOOD PRODUCTS CO.LTD,https://cdn.purplesto.re/media/store/sale/main_image/deal_almonature_cat_B131CT1102SS_thumb01.png,"알모네이쳐 (ALMO NATURE) HFC 내츄럴 캔 대서양참치  습식간식 참치살(75%), 정제수(24%), 쌀(1%) 단일육류단백질,글루텐프리,비유전자변형"
300,고양이,지위픽 (ZIWI),주식캔 고등어 ,"키튼,어덜트,시니어,전연령",습식사료,"고등어(Mackerel), 이집트콩, 뉴질랜드 녹색홍합, DL-메티오닌, 미네랄(제2인산칼륨, 황산마그네슘, 아연아미노산, 망간아미노산, 구리아미노산), 다시마, 비타민합제(염화콜린, 비타민 E, 비타민 B1, 비타민 B3, 비타민 B6, 비타민 B2, 비타민 D3, 엽산), 천일염, 타우린",조단백 16%  조지방 4%  칼슘 0.49%  인 0.44%  수분 75%,"검류미함유,그레인프리,글루텐프리",185g,"1,075 kcal/kg","고등어(Mackerel), 이집트콩, 뉴질랜드 녹색홍합",뉴질랜드/Ziwi Ltd,https://cdn.purplesto.re/media/store/sale/main_image/deal_ziwipeak_cat_B046CF2304SS_thumb01.png,"지위픽 (ZIWI) 주식캔 고등어  습식사료 고등어(Mackerel), 이집트콩, 뉴질랜드 녹색홍합, DL-메티오닌, 미네랄(제2인산칼륨, 황산마그네슘, 아연아미노산, 망간아미노산, 구리아미노산), 다시마, 비타민합제(염화콜린, 비타민 E, 비타민 B1, 비타민 B3, 비타민 B6, 비타민 B2, 비타민 D3, 엽산), 천일염, 타우린 검류미함유,그레인프리,글루텐프리"
