uuid,category,brand,title,age,classification,content,nutrient,info,gram,calory,ingredient,detail,from_company,성분등록번호,img
25,고양이,지위픽 (ZIWI),에어드라이 하우라키 플레인즈,"키튼,어덜트,시니어,전연령",저온건조 사료,"닭고기, 호주연어, 오리고기, 칠면조고기, 도축부산물[닭 심장/목/간/뼈,오리 뼈, 닭 모래집, 칠면조 간/뼈/심장 ], 계란, 녹색홍합, 레시틴, 치커리 이눌린, 켈프, 사과박, 미네랄[제이인산칼륨, 황산마그네슘, 아연아미노산화합물, 철분아미노산화합물, 구리아미노산화합물, 망간아미노산화합물, 셀레늄 효모], 비타민합제[비타민E, 비타민B1,비타민 B2, 비타민B6, 비타민D3, 엽산], 정제염, 파슬리, 보존제[구연산, 혼합 토코페롤]",조단백 41%  조지방 37%  칼슘 1.7%  인 1.4%  수분 9%,"단일육류단백질,그레인프리,글루텐프리",340g,"5,130 kcal/kg","닭고기, 호주연어, 오리고기","연령구분 키튼,어덜트,시니어,전연령 푸드타입 저온건조 사료 중량 340g 주재료 닭고기, 호주연어, 오리고기 식단정보 단일육류단백질,그레인프리,글루텐프리 칼로리 5,130 kcal/kg 원산지/제조사 뉴질랜드/ZIWI2, ZIWI Limited","뉴질랜드/ZIWI2, ZIWI Limited",EEGSB0043호,https://cdn.purplesto.re/media/store/sale/main_image/ziwipeak_cat_B046CF34_thumb01.png
26,고양이,보레알 (BOREAL),주식캔 칠면조&송어 ,"키튼,어덜트,시니어,전연령",습식 사료,"칠면조, 칠면조육수, 송어, 연어오일, 계란, 완두콩, 렌틸콩, 인산이칼슘, 호로파씨앗, 탄산칼슘, 소금, 아마씨, 레시틴, 염화콜린, 염화칼륨, 유카시데게라, 완두콩섬유질, 타우린, L-아스코르빌-2-폴리포스페이트(비타민C의 공급원), 아연아미노산복합체, 비타민E, 황산제일철, 철아미노산복합체, 황산아연, 니아신, 티아민모노나이트레이트, 구리프로테인산염, 비타민A, 셀렌산나트륨, 황산망간, 망간아미노산복합체, D-칼슘판토테네이트, 피리독신염산염, 리보플라빈, 비오틴, 비타민D3, 비타민B12, 요오드산칼슘, 엽산.",조단백 8%  조지방 7.5%  칼슘 0.44%  인 0.41%  수분 78%,"검류미함유,그레인프리,글루텐프리",80g,"1,050 kcal/kg","칠면조, 칠면조육수, 송어","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식 사료 중량 80g 주재료 칠면조, 칠면조육수, 송어 식단정보 검류미함유,그레인프리,글루텐프리 칼로리 1,050 kcal/kg 원산지/제조사 캐나다/Boreal Pet Foods.",캐나다/Boreal Pet Foods.,제 서울-19209호,https://cdn.purplesto.re/media/store/sale/main_image/deal_boreal_cat_B050CF1302SS_thumb01.png
27,고양이,나우 (NOW),그레인프리 어덜트,"어덜트,시니어",건사료,"뼈를 발라낸 칠면조, 감자분말, 완두콩, 감자, 완두콩섬유, 건조계란, 토마토, 카놀라오일, 아마씨, 천연향, 코코넛오일, 뼈를 발라낸 연어, 뼈를 발라낸 오리, 사과, 당근, 호박, 바나나, 블루베리, 크랜베리, 라즈베리, 블랙베리, 파파야, 파인애플, 자몽, 렌팅콩, 브로콜리, 시금치, 코티지치즈, 알팔파 색, 알팔파, 탄산칼슘, 인산, 염화나트륨, 레시틴, 염화칼륨, DL-메티오닌, 타우린, 비타민합제(비타민E, L-아스코빌-2-폴리인산, 나이아신, 비타민A, 티아민모노니트레이트, 판토텐산칼슘, 염산피리독신, 리보플라빈, 베타카로틴, 비타민D3, 엽산, 비오틴, 비타민B12), 미량광물질류합제(아연단백질화합물, 황산제일철, 산화아연, 철단백질화합물, 황산동, 구리단백질화합물, 망간단백질화합물, 산화망간, 요오드산칼슘, 아셀렌산나트륨, 건조 켈프, L-라이신, 건조 치커리 뿌리, 건조 락토바실러시 애시도필러스, 건조 엔테로코커스 패시움, 건조 아스퍼질러스 니게르, 건조 아스퍼질러스 오리제, 유카 추출물, L-카르니틴, 마리골드, 건조 로즈마리",조단백 31%  조지방 18%  칼슘 0.8%  인 0.6%  수분 8%,"그레인프리,글루텐프리",3.6kg,"3,862 kcal/kg","칠면조, 감자, 완두콩","연령구분 어덜트,시니어 푸드타입 건사료 중량 3.6kg 주재료 칠면조, 감자, 완두콩 식단정보 그레인프리,글루텐프리 칼로리 3,862 kcal/kg 원산지/제조사 캐나다/Petcurean Pet Nutrition Inc.",캐나다/Petcurean Pet Nutrition Inc.,제 서울-19594호,https://cdn.purplesto.re/media/store/sale/main_image/now_cat_B012CF02_thumb01.png
28,고양이,지위픽 (ZIWI),에어드라이 소고기,"키튼,어덜트,시니어,전연령",저온건조 사료,"소고기, 소 내장(심장, 신장, 트라이프, 간, 폐) 및 뼈, 뉴질랜드 녹색홍합, 레시틴, 치커리 이눌린, 건 켈프, 미네랄(제2인산칼륨, 황산마그네슘, 아연아미노산, 구리아미노산, 철아미노산, 망간아미노산, 아셀렌산나트륨), 천일염, 파슬리, 구연산, 혼합토코페롤, 비타민(염화콜린, 비타민 B1, B6, D3, 엽산), DL-메티오닌, 타우린",조단백 44%  조지방 35%  칼슘 2.58%  인 1.73%  수분 8.0%,"그레인프리,글루텐프리",400g,"5,500 kcal/kg","소고기, 소 내장(심장, 신장, 트라이프, 간, 폐) 및 뼈, 뉴질랜드 녹색홍합","연령구분 키튼,어덜트,시니어,전연령 푸드타입 저온건조 사료 중량 400g 주재료 소고기, 소 내장(심장, 신장, 트라이프, 간, 폐) 및 뼈, 뉴질랜드 녹색홍합 식단정보 그레인프리,글루텐프리 칼로리 5,500 kcal/kg 원산지/제조사 뉴질랜드/Ziwi Ltd",뉴질랜드/Ziwi Ltd,제 서울-15608호,https://cdn.purplesto.re/media/store/sale/main_image/ziwipeak_cat_B046CF13_thumb01.png
29,고양이,보레알 (BOREAL),오리지널 그레인프리 치킨,"키튼,어덜트,시니어,전연령",건사료,"뼈를 제거한 닭고기, 치킨밀, 완두콩, 말린계란, 완두콩 전분, 연어밀, 닭고기 및 칠면조 지방(혼합 토코페롤 함유), 콩, 건조 알팔파밀, 천연 닭고기향, 아마씨, 염화콜린, 소금, 효모 추출물, 레시틴, 치커리 뿌리 추출물, 타우린, 사과, 당근, 크랜베리, 시금치, 블루베리, 황산 제일철, 황산아연, 황산칼슘, 비타민 E 보충제, 아연 아미노산 복합체, 니아신, 황산구리, 황산망간, 판토텐산 칼슘, 셀렌산 나트륨, 망간 아미노산 복합물, 철 아미노산 복합물, 탄산칼슘, 비타민 A 보충제, 티아민, 피리독신 염산염, 리보플라빈, 비오틴, 비타민 B12 보충제, 비타민 D3 보충제, 엽산",조단백 32%  조지방 17%  칼슘 1.3%  인 1%  수분 10%,"그레인프리,글루텐프리",2.2kg,"3,815 kcal/kg","뼈를 제거한 닭고기, 치킨밀, 완두콩","연령구분 키튼,어덜트,시니어,전연령 푸드타입 건사료 중량 2.2kg 주재료 뼈를 제거한 닭고기, 치킨밀, 완두콩 식단정보 그레인프리,글루텐프리 칼로리 3,815 kcal/kg 원산지/제조사 캐나다/Boreal Pet Foods.",캐나다/Boreal Pet Foods.,제 서울-20007호,https://cdn.purplesto.re/media/store/sale/main_image/boreal_cat_B050CF01_thumb01.png
30,고양이,어플라우즈 (APPLAWS),습식캔 참치와 게살,"키튼,어덜트,시니어,전연령",습식간식,"참치순살, 참치육수, 게살, 익힌쌀알",조단백 11.0% 조지방 5.0% 조섬유 2.0% 조회분 2.0% 수분 91.0%,검류미함유,70g,780 kcal/kg (54.6kcal/캔),"참치순살, 참치육수, 게살","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식간식 중량 70g 주재료 참치순살, 참치육수, 게살 식단정보 검류미함유 칼로리 780 kcal/kg (54.6kcal/캔) 원산지/제조사 태국/MPM Products",태국/MPM Products,제 서울 25133호,https://cdn.purplesto.re/media/store/sale/main_image/applaws_cat_B004CT43_thumb01.png
31,고양이,어딕션 (ADDICTION),LID 연어,"키튼,어덜트,시니어,전연령",건사료,"건조 연어, 감자, 타피오카, 닭 지방(혼합 토코페롤로 처리), 완두콩, 천연향, 건조 켈프, 건조 크린베리, 건조 블루베리, 건조 시금치, 건조 맥주 효모, 염화나트륨, 비타민E, 니아신(비타민 B3), 판토텐산칼슘(비타민B5), 비타민A, 비타민B1질산염, 리보플라빈, 염산피리독신(비타민 B6), 비오틴(비타민B7), 비타민B12, 비타민D3, 폴산(비타민B9), 타우린, 염화콜린, 황산마그네슘, 황산아연, 황산제일철(철분제), 탄산칼슘, 황산구리, 황산망간, 요오드산칼슘, 황산코발트, 아셀렌산나트륨, 녹차추출물, 로즈마리 추출물, 스피어민트 추출물",조단백 30.0%  조지방 15.0%  칼슘 1.2%  인 1.0%  수분 10.0%,"단일육류단백질,그레인프리","9kg, 1.8kg","3,700 kcal/kg","건조 연어, 감자, 타피오카","연령구분 키튼,어덜트,시니어,전연령 푸드타입 건사료 중량 9kg, 1.8kg 주재료 건조 연어, 감자, 타피오카 식단정보 단일육류단백질,그레인프리 칼로리 3,700 kcal/kg 원산지/제조사 뉴질랜드/Addiction Food Nz Limited",뉴질랜드/Addiction Food Nz Limited,,https://cdn.purplesto.re/media/store/sale/main_image/addiction_cat_B029CF02_thumb01.png
32,고양이,보레알 (BOREAL),주식캔 치킨&오리,"어덜트,시니어",습식 사료,"치킨, 치킨육수, 오리, 치킨간, 완두콩, 강낭콩, 계란, 레시틴, 탄산칼슘, 아마씨, 콜린클로라이드, 일인산나트륨, 생선오일, 식물성오일, DL-메티오닌, 유카시데게라추출물, 완두콩섬유질, 블루베리, 블랙베리, 사과, 석류, 크랜베리, 타우린, L-아스코르빌-2-폴리포스페이트(비타민C의 공급원), 아연아미노산복합체, 비타민E, 황산제일철, 철아미노산복합체, 황산아연, 니아신, 티아민모노나이트레이트, 구리프로테인산염, 비타민A, 셀렌산나트륨, 황산망간, 망간아미노산복합체, D-칼슘판토테네이트, 피리독신염산염, 리보플라빈, 비오틴, 비타민D3, 비타민B12, 요오드산칼슘, 엽산.",조단백 7.2%  조지방 6.3%  칼슘 0.2%  인 0.18%  수분 85%,"검류미함유,그레인프리,글루텐프리",80g,"1,050 kcal/kg","치킨, 치킨육수, 오리","연령구분 어덜트,시니어 푸드타입 습식 사료 중량 80g 주재료 치킨, 치킨육수, 오리 식단정보 검류미함유,그레인프리,글루텐프리 칼로리 1,050 kcal/kg 원산지/제조사 캐나다/Boreal Pet Foods.",캐나다/Boreal Pet Foods.,제 서울-20007호,https://cdn.purplesto.re/media/store/sale/main_image/boreal_cat_B050CF09_thumb01.png
33,고양이,K9 내추럴 (K9 NATURAL),소고기 헬씨바이트,"키튼,어덜트,시니어,전연령",동결건조 간식,"소고기, 소의 심장, 소의 신장, 소의 간",조단백 39.0% 조지방 35.0% 조회분 11% 수분 8.0%,"그레인프리,글루텐프리",50g,"5,005 kcal/kg (3.25 kcal/트릿)","소고기, 소의 심장, 소의 신장","연령구분 키튼,어덜트,시니어,전연령 푸드타입 동결건조 간식 중량 50g 주재료 소고기, 소의 심장, 소의 신장 식단정보 그레인프리,글루텐프리 칼로리 5,005 kcal/kg (3.25 kcal/트릿) 원산지/제조사 뉴질랜드/K9 Natural Foods Limited",뉴질랜드/K9 Natural Foods Limited,제 서울-19598호,https://cdn.purplesto.re/media/store/sale/main_image/k9natural_cat_B008CT09_thumb01.png
34,고양이,헤일로 (HALO),인도어캣 그레인프리 연어&흰살생선,"어덜트,시니어",건사료,"연어, 흰살생선, 전란, 완두콩분말, 콩단백질, 타피오카전분, 감자단백질, 감자분말, 계유, 아마씨, 천연고형향미제(가수분해 가금류간, d-토코페롤(혼합형)), 황산칼슘, 프로바이오틱(효모(사카로미세스세레비시아), 바실러스코아글란스), 제이인산칼슘, 건조블루베리, 건조당근, 고구마분말, 건조크랜베리, 소금, 이눌린, 비타민제합제(비타민A, 비타민D3, 비타민E, 비타민B12, 비오틴, 엽산, 니코틴산, 판토텐산, 피리독신, 리보플라빈, 티아민), 타우린, 미량광물질류합제(아연, 철, 염화칼륨, 구리, 망간, 아셀렌산나트륨, 미네랄오일, 요오드산칼슘), 염화칼륨, 염화콜린, 비타민E, 천연산화방지제(d-토코페롤(혼합형), 로즈마리추출물), 비타민C, L-카르니틴",조단백 32.0%  조지방 13.0%  칼슘 0.6%  인 0.5%  수분 10.0%,"그레인프리,글루텐프리,비유전자변형","2.7kg, 1.3kg","3,550 kcal/kg","연어, 흰살생선, 전란","연령구분 어덜트,시니어 푸드타입 건사료 중량 2.7kg, 1.3kg 주재료 연어, 흰살생선, 전란 식단정보 그레인프리,글루텐프리,비유전자변형 칼로리 3,550 kcal/kg 원산지/제조사 미국/Halo pet",미국/Halo pet,,https://cdn.purplesto.re/media/store/sale/main_image/halo_cat_B044CF03_thumb01.png
35,고양이,캣만두 (CATMANDOO),라이프 에센셜 치킨 ,"키튼,어덜트,시니어,전연령",동결건조 간식,닭고기 100%,조단백 77.0% 조지방 14.0% 조섬유 3.0% 조회분 6.0% 수분 2.5%,"그레인프리,글루텐프리",142g,"약 3,798 kcal/kg",닭고기,"연령구분 키튼,어덜트,시니어,전연령 푸드타입 동결건조 간식 중량 142g 주재료 닭고기 식단정보 그레인프리,글루텐프리 칼로리 약 3,798 kcal/kg 원산지/제조사 미국/Cat-man-doo",미국/Cat-man-doo,제 99QOD0001호,https://cdn.purplesto.re/media/store/sale/main_image/deal_catmandoo_cat_B034CT0105ss_thumb01.png
36,고양이,캣츠파인푸드 (CATZ FINEFOOD),주식캔 필렛 no.413 닭고기와 참치,"어덜트,시니어",습식사료,"치킨필렛, 육수, 참치, 닭간, 닭지방, 미네랄, 치아씨앗, 해바라기 오일",조단백 8.9%  조지방 3%  칼슘 0.2%  인 0.15%  수분 88%,"검류미함유,그레인프리,글루텐프리",85g,954 kcal/kg,"치킨필렛, 육수, 참치","연령구분 어덜트,시니어 푸드타입 습식사료 중량 85g 주재료 치킨필렛, 육수, 참치 식단정보 검류미함유,그레인프리,글루텐프리 칼로리 954 kcal/kg 원산지/제조사 독일/Landguth Heimtiernahrung GmbH",독일/Landguth Heimtiernahrung GmbH,GGHA50028호,https://cdn.purplesto.re/media/store/sale/main_image/catzfinefood_cat_B053CF14_thumb01.png
37,고양이,지위픽 (ZIWI),에어드라이 하우라키 플레인즈,"키튼,어덜트,시니어,전연령",저온건조 사료,"닭고기, 호주연어, 오리고기, 칠면조고기, 도축부산물[닭 심장/목/간/뼈,오리 뼈, 닭 모래집, 칠면조 간/뼈/심장 ], 계란, 녹색홍합, 레시틴, 치커리 이눌린, 켈프, 사과박, 미네랄[제이인산칼륨, 황산마그네슘, 아연아미노산화합물, 철분아미노산화합물, 구리아미노산화합물, 망간아미노산화합물, 셀레늄 효모], 비타민합제[비타민E, 비타민B1,비타민 B2, 비타민B6, 비타민D3, 엽산], 정제염, 파슬리, 보존제[구연산, 혼합 토코페롤]",조단백 41%  조지방 37%  칼슘 1.7%  인 1.4%  수분 9%,"단일육류단백질,그레인프리,글루텐프리",128g,"5,130 kcal/kg","닭고기, 호주연어, 오리고기","연령구분 키튼,어덜트,시니어,전연령 푸드타입 저온건조 사료 중량 128g 주재료 닭고기, 호주연어, 오리고기 식단정보 단일육류단백질,그레인프리,글루텐프리 칼로리 5,130 kcal/kg 원산지/제조사 뉴질랜드/ZIWI2, ZIWI Limited","뉴질랜드/ZIWI2, ZIWI Limited",EEGSB0043호,https://cdn.purplesto.re/media/store/sale/main_image/ziwipeak_cat_B046CF34_thumb01.png
38,고양이,지위픽 (ZIWI),주식캔 고등어&양고기 ,"키튼,어덜트,시니어,전연령",습식사료,"고등어, 수분, 양고기, 양 내장(폐, 트라이프, 심장, 신장, 간) 및 뼈, 병아리콩, 뉴질랜드 녹색홍합, DL-메티오닌, 건 켈프, 미네랄(황산마그네슘, 아연아미노산, 망간아미노산, 구리아미노산), 비타민(비타민 E, 비타민 B1, 비타민 B3, 비타민 B6, 비타민 B2, 비타민 D3, 엽산), 타우린",조단백 14%  조지방 6%  칼슘 0.44%  인 0.35%  수분 75.5%,"검류미함유,그레인프리,글루텐프리",185g,"1,200 kcal/kg","고등어, 수분, 양고기","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식사료 중량 185g 주재료 고등어, 수분, 양고기 식단정보 검류미함유,그레인프리,글루텐프리 칼로리 1,200 kcal/kg 원산지/제조사 뉴질랜드/Ziwi Ltd",뉴질랜드/Ziwi Ltd,제 서울-15608호,https://cdn.purplesto.re/media/store/sale/main_image/deal_ziwipeak_cat_B046CF2404SS_thumb01.png
39,고양이,알모네이쳐 (ALMO NATURE),HFC 내츄럴 캔 닭고기와 참치 ,"키튼,어덜트,시니어,전연령",습식간식,"닭고기살(48%), 참치살(27%), 정제수(24%), 쌀(1%)",조단백 16.0%  조지방 0.5%  조섬유 0.1%  조회분 2.8%  수분 79.0% ,"글루텐프리,비유전자변형",70g,848 kcal/kg (59 kcal/캔),"닭고기살, 참치살, 정제수","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식간식 중량 70g 주재료 닭고기살, 참치살, 정제수 식단정보 글루텐프리,비유전자변형 칼로리 848 kcal/kg (59 kcal/캔) 원산지/제조사 태국/HI-Q FOOD PRODUCTS CO.LTD",태국/HI-Q FOOD PRODUCTS CO.LTD,서울-18783호,https://cdn.purplesto.re/media/store/sale/main_image/deal_almonature_cat_B131CT0902SS_thumb01.png
